,,,nominal gross output,nominal intermediate input,nominal IT equipment capital,nominal software capital,nominal R&D capital,nominal entertainment originals capital,nominal other capital,nominal college labor input,nominal non-college labor input,gross output quantity index,intermediate input quantity index,quantity index IT equipment capital,quantity index software capital,quantity index R&D capital,quantity index entertainment originals capital,quantity index other capital,quantity index college labor input,quantity index non-college labor input,total hours
1980,41,"Federal Reserve banks, credit intermediation, and related activities",99186,26270,2880.8771969999998,1632.1884769999999,1.0145150000000001,1.0145150000000001,36380.847655999998,9265.4150389999995,22754.642577999999,0.32806999999999997,0.20457,3.3500000000000001E-3,2.18E-2,1,1,0.25807000000000002,0.33746599999999999,0.90154999999999996,3779.493164
1981,41,"Federal Reserve banks, credit intermediation, and related activities",102906,22004,3084.3342290000001,1527.123413,0.99948499999999996,0.99948499999999996,39937.722655999998,12362.510742,23988.310547000001,0.34366000000000002,0.15814,4.8300000000000001E-3,2.3259999999999999E-2,1,1,0.27994999999999998,0.39615899999999998,0.922435,3892.6450199999999
1982,41,"Federal Reserve banks, credit intermediation, and related activities",120998,36880,3751.5690920000002,1722.4279790000001,0.99548199999999998,0.99548199999999998,37483.285155999998,14515.881836,26642.845702999999,0.38418000000000002,0.25451000000000001,6.5500000000000003E-3,2.5600000000000001E-2,1,1,0.30066999999999999,0.44015900000000002,0.910659,3921.9223630000001
1983,41,"Federal Reserve banks, credit intermediation, and related activities",163160,64320,5486.986328,2541.6015619999998,1.0181290000000001,1.0181290000000001,45815.679687999997,14424.328125,30569.363281000002,0.43559999999999999,0.41150999999999999,8.6599999999999993E-3,3.006E-2,1,1,0.32153999999999999,0.41842800000000002,0.95641200000000004,3951.9589839999999
1984,41,"Federal Reserve banks, credit intermediation, and related activities",168040,62250,6658.4887699999999,2950.6752929999998,1.0195510000000001,1.0195510000000001,47127.773437999997,17748.951172000001,31302.072265999999,0.45474999999999999,0.39045999999999997,1.204E-2,3.6589999999999998E-2,1,1,0.3478,0.47394999999999998,0.98953999999999998,4106.7695309999999
1985,41,"Federal Reserve banks, credit intermediation, and related activities",195514,75772,8155.5224609999996,3963.0424800000001,1.026848,1.026848,53406.582030999998,21149.091797000001,33065.703125,0.48393000000000003,0.4531,1.6979999999999999E-2,4.5670000000000002E-2,1,1,0.37734000000000001,0.538686,1.020602,4356.3603519999997
1986,41,"Federal Reserve banks, credit intermediation, and related activities",219418,78143,10125.632812,5217.6733400000003,1.031763,1.031763,65651.734375,25221.458984000001,35056.429687999997,0.51351999999999998,0.45163999999999999,2.23E-2,5.5849999999999997E-2,1,1,0.40772000000000003,0.54731700000000005,1.071118,4435.4912109999996
1987,41,"Federal Reserve banks, credit intermediation, and related activities",231468,78928,11222.135742,4930.3388670000004,5.6027009999999997,1.0220990000000001,71310.34375,24522.287109000001,40548.257812000003,0.52737999999999996,0.44506000000000001,2.726E-2,6.5960000000000005E-2,1.4840000000000001E-2,1,0.43759999999999999,0.53372799999999998,1.1317109999999999,4576.7983400000003
1988,41,"Federal Reserve banks, credit intermediation, and related activities",242893,90202,11404.357421999999,5117.216797,32.301056000000003,1.033938,66355.164061999996,28359.619140999999,41421.300780999998,0.53530999999999995,0.48877999999999999,3.3119999999999997E-2,8.1049999999999997E-2,4.6920000000000003E-2,1,0.45831,0.55877200000000005,1.10849,4495.9477539999998
1989,41,"Federal Reserve banks, credit intermediation, and related activities",245479,85794,11670.924805000001,5244.4130859999996,59.75761,1.0143139999999999,69680.75,29358.962890999999,43669.175780999998,0.52929999999999999,0.45071,4.0710000000000003E-2,0.10750999999999999,8.5449999999999998E-2,1,0.48781000000000002,0.55217300000000002,1.117399,4526.9599609999996
1990,41,"Federal Reserve banks, credit intermediation, and related activities",253706,81852,13242.810546999999,6359.5014650000003,96.898285000000001,1.013811,75373.289061999996,33347.832030999998,43432.652344000002,0.53036000000000005,0.41682999999999998,4.8869999999999997E-2,0.14559,0.13367000000000001,1,0.50444,0.61810399999999999,1.063353,4479.5864259999998
1991,41,"Federal Reserve banks, credit intermediation, and related activities",266794,77114,16224.094727,9130.7529300000006,161.01061999999999,1.0197350000000001,86216.023438000004,34742.546875,43204.554687999997,0.51915999999999995,0.37442999999999999,5.6849999999999998E-2,0.19284000000000001,0.19139999999999999,1,0.52044999999999997,0.60750300000000002,1.024959,4302.8872069999998
1992,41,"Federal Reserve banks, credit intermediation, and related activities",281858,78166,18442.417968999998,12346.207031,230.030304,1.026017,87601.304688000004,38400.890625,46670.125,0.51214000000000004,0.36570999999999998,6.7129999999999995E-2,0.25657000000000002,0.24856,1,0.51978000000000002,0.599827,1.024041,4248.4731449999999
1993,41,"Federal Reserve banks, credit intermediation, and related activities",303032,91836,19633.607422000001,14047.799805000001,275.48779300000001,1.0268139999999999,87311.117188000004,41264.261719000002,48662.691405999998,0.54576999999999998,0.42481000000000002,7.9899999999999999E-2,0.32224999999999998,0.30053999999999997,1,0.53303999999999996,0.66457299999999997,1.021738,4319.908203
1994,41,"Federal Reserve banks, credit intermediation, and related activities",321411,106290,19649.291015999999,15302.238281,301.10000600000001,1.0228870000000001,87709.273438000004,47176.847655999998,44981.230469000002,0.56628000000000001,0.48924000000000001,9.7650000000000001E-2,0.37480999999999998,0.3458,1,0.55123999999999995,0.66178800000000004,1.0618160000000001,4322.2456050000001
1995,41,"Federal Reserve banks, credit intermediation, and related activities",347153,126810,19941.195312,14806.477539,321.62396200000001,1.0167600000000001,89697.96875,48053.144530999998,47521.574219000002,0.58355000000000001,0.56447999999999998,0.12189999999999999,0.39378999999999997,0.38340000000000002,1,0.57147000000000003,0.66914600000000002,1.026994,4264.375
1996,41,"Federal Reserve banks, credit intermediation, and related activities",385693,154425,21282.8125,14038.625977,367.456726,1.016637,93034.359375,51141.117187999997,51402.601562000003,0.62114000000000003,0.67249000000000003,0.16105,0.40012999999999999,0.43808000000000002,1,0.59597999999999995,0.64608399999999999,1.0586009999999999,4320.3076170000004
1997,41,"Federal Reserve banks, credit intermediation, and related activities",428524,194394,20585.878906000002,12573.716796999999,375.73458900000003,1.011862,89142.53125,58783.875,52667.25,0.65510999999999997,0.82548999999999995,0.21964,0.42152000000000001,0.51436000000000004,1,0.62639,0.68353399999999997,1.0705499999999999,4497.1108400000003
1998,41,"Federal Reserve banks, credit intermediation, and related activities",463793,194737,24492.648438,14050.868164,496.29183999999998,1.0153859999999999,104685.234375,59986.808594000002,65343.128905999998,0.71445000000000003,0.81879999999999997,0.29339999999999999,0.45212000000000002,0.60018000000000005,1,0.66929000000000005,0.73087599999999997,1.1403179999999999,4701.4584960000002
1999,41,"Federal Reserve banks, credit intermediation, and related activities",514993,206318,28543.09375,16947.595702999999,658.9375,1.0188839999999999,129861.414062,66652.242188000004,66010.695311999996,0.80842999999999998,0.85699999999999998,0.38455,0.50683,0.68157999999999996,1,0.71884999999999999,0.76242200000000004,1.122833,4779.8081050000001
2000,41,"Federal Reserve banks, credit intermediation, and related activities",563071,235037,29660.447265999999,19289.316406000002,758.751892,1.0169299999999999,141483.203125,73922.5625,62918.6875,0.84811000000000003,0.95618000000000003,0.47782999999999998,0.55791000000000002,0.81428,1,0.76056000000000001,0.780528,1.0896330000000001,4599.0209960000002
2001,41,"Federal Reserve banks, credit intermediation, and related activities",601056,246405,30249.601562,20624.867188,959.81945800000005,1.015201,149461.015625,81751.203125,71603.46875,0.90332000000000001,0.99143999999999999,0.55110999999999999,0.58620000000000005,0.95165,1,0.79461999999999999,0.77907300000000002,1.165551,4774.8530270000001
2002,41,"Federal Reserve banks, credit intermediation, and related activities",641557,239945,30939.177734000001,24001.695312,1184.9160159999999,1.019307,181516.234375,89340.914061999996,74628.023438000004,0.94750999999999996,0.95177999999999996,0.60801000000000005,0.62278999999999995,1.0140199999999999,1,0.82984999999999998,0.84839299999999995,1.15947,4859.9755859999996
2003,41,"Federal Reserve banks, credit intermediation, and related activities",663368,244159,27818.029297000001,24404.548827999999,1196.495361,1.0156270000000001,187289.90625,96404.132811999996,82094.882811999996,0.95621999999999996,0.94706000000000001,0.66451000000000005,0.68095000000000006,1.04017,1,0.85775000000000001,0.87982700000000003,1.2026330000000001,5037.9780270000001
2004,41,"Federal Reserve banks, credit intermediation, and related activities",675225,284783,21822.015625,21279.279297000001,1010.391418,1.013703,159004.765625,105601.453125,81723.09375,0.94879999999999998,1.06718,0.72123999999999999,0.76244000000000001,1.04738,1,0.85657000000000005,0.92486400000000002,1.207495,5132.7578119999998
2005,41,"Federal Reserve banks, credit intermediation, and related activities",708853,282660,21814.396484000001,22468.9375,1032.847534,1.008982,179394.546875,115627.671875,85853.59375,0.97682999999999998,1.0303599999999999,0.76476,0.85028999999999999,1.0970500000000001,1,0.92296,0.96268299999999996,1.2661480000000001,5351.6005859999996
2006,41,"Federal Reserve banks, credit intermediation, and related activities",728496,291795,19104.513672000001,22454.027343999998,1026.0311280000001,1.0058469999999999,181755.171875,128658.15625,83702.109375,0.97831999999999997,1.03681,0.81677999999999995,0.92118999999999995,1.12998,1,0.96355999999999997,1.075963,1.19638,5367.3920900000003
2007,41,"Federal Reserve banks, credit intermediation, and related activities",737902,317442,15981.136719,21147.876952999999,882.32012899999995,1.001358,166365.5625,125251.539062,90830.570311999996,0.97119999999999995,1.0925800000000001,0.88110999999999995,0.97043999999999997,1.10317,1,1.00214,1.0378320000000001,1.196129,5306.8964839999999
2008,41,"Federal Reserve banks, credit intermediation, and related activities",716711,299303,15483.486328000001,22770.589843999998,900.77172900000005,1.00688,174077.109375,128501.671875,75673.34375,0.93357000000000001,1.0013700000000001,0.93855999999999995,0.99204000000000003,1.0557300000000001,1,1.0235300000000001,1.075604,1.051833,5036.001953
2009,41,"Federal Reserve banks, credit intermediation, and related activities",689791,290333,15069.568359000001,24201.220702999999,898.53015100000005,1.0132270000000001,171410.65625,114181.765625,73695.25,1,1,1,1,1,1,1,1,1,4758.7246089999999
2010,41,"Federal Reserve banks, credit intermediation, and related activities",664153,253996,15809.340819999999,25274.416015999999,906.826233,1.012354,178130.484375,114778.976562,75255.960938000004,0.92123999999999995,0.85043999999999997,1.0681099999999999,0.99446999999999997,0.96626000000000001,1,0.96250999999999998,1.0035559999999999,0.98936800000000003,4700.1733400000003
2011,41,"Federal Reserve banks, credit intermediation, and related activities",640900,203117,17420.921875,26450.144531000002,987.297729,1.015282,191569.765625,123651.554688,77702.304688000004,0.87844999999999995,0.66608000000000001,1.1163099999999999,0.98597000000000001,0.95789000000000002,1,0.95838000000000001,1.0493140000000001,0.97114400000000001,4738.6157229999999
2012,41,"Federal Reserve banks, credit intermediation, and related activities",666474,182389,19013.451172000001,29640.423827999999,1145.362061,1.020607,219778.453125,137789.515625,76716.757811999996,0.86761999999999995,0.57923000000000002,1.15489,1.01413,0.96126999999999996,1,0.96396000000000004,1.1482939999999999,0.94310300000000002,4830.6337890000004
2013,41,"Federal Reserve banks, credit intermediation, and related activities",676218,205402,16866.609375,27057.03125,1026.8831789999999,1.013844,204569.890625,139704.640625,81589.929688000004,0.83518000000000003,0.62748999999999999,1.1910000000000001,1.0490200000000001,0.96789000000000003,1,0.98680999999999996,1.186577,0.90691999999999995,4831.2607420000004
2014,41,"Federal Reserve banks, credit intermediation, and related activities",705870,210093,17451.632812,28470.251952999999,1091.76001,1.0129250000000001,223507.5,145462.140625,79792.726561999996,0.81964999999999999,0.62143000000000004,1.22478,1.08988,0.97694999999999999,1,1.0214799999999999,1.149783,0.91403100000000004,4753.7773440000001
2015,41,"Federal Reserve banks, credit intermediation, and related activities",752904,240520,16723.791015999999,29105.542968999998,1091.5196530000001,1.0109250000000001,227000.328125,158441.546875,80020.234375,0.83687999999999996,0.69713999999999998,1.26407,1.17134,0.99453000000000003,1,1.06572,1.1943509999999999,0.88394300000000003,4788.1289059999999
2016,41,"Federal Reserve banks, credit intermediation, and related activities",801602,266435,15985.645508,30456.054688,1142.0551760000001,1.010904,236295.4375,170732.828125,80553.976561999996,0.81957000000000002,0.75473999999999997,1.2908900000000001,1.2706299999999999,1.03986,1,1.10914,1.2171829999999999,0.89454800000000001,4881.5693359999996
1963,42,"Securities, commodity contracts, and investments",3124,1680,1.035444,5.7513310000000004,1.035444,1.035444,135.54235800000001,622.01812700000005,677.58184800000004,2.5350000000000001E-2,2.8879999999999999E-2,3.0000000000000001E-5,7.7999999999999999E-4,1,1,5.1869999999999999E-2,0.101337,0.365755,338.95327800000001
1964,42,"Securities, commodity contracts, and investments",3397,1799,1.058184,10.906802000000001,1.058184,1.058184,145.71868900000001,675.67242399999998,762.52752699999996,2.8369999999999999E-2,3.0700000000000002E-2,3.0000000000000001E-5,1.4400000000000001E-3,1,1,5.3659999999999999E-2,0.10827000000000001,0.34483000000000003,367.41656499999999
1965,42,"Securities, commodity contracts, and investments",3828,1822,1.0066520000000001,20.838771999999999,1.0066520000000001,1.0066520000000001,176.741364,840.44641100000001,964.95349099999999,3.2149999999999998E-2,3.075E-2,3.0000000000000001E-5,2.4399999999999999E-3,1,1,5.6660000000000002E-2,0.103676,0.36376599999999998,378.090057
1966,42,"Securities, commodity contracts, and investments",4537,2055,1.0179199999999999,35.049515,1.0179199999999999,1.0179199999999999,210.09667999999999,1082.0821530000001,1151.7178960000001,3.3730000000000003E-2,3.3149999999999999E-2,3.0000000000000001E-5,3.5999999999999999E-3,1,1,5.987E-2,0.110043,0.38798700000000003,407.52920499999999
1967,42,"Securities, commodity contracts, and investments",5229,1968,1.121143,55.825961999999997,1.121143,1.121143,266.910706,1411.9291989999999,1522.970703,3.8899999999999997E-2,3.109E-2,3.0000000000000001E-5,4.8900000000000002E-3,1,1,6.2570000000000001E-2,0.11045199999999999,0.432392,440.95636000000002
1968,42,"Securities, commodity contracts, and investments",6534,2375,1.2414160000000001,88.178229999999999,1.2414160000000001,1.2414160000000001,323.997681,2021.0981449999999,1722.0017089999999,4.24E-2,3.5299999999999998E-2,3.0000000000000001E-5,6.7099999999999998E-3,1,1,6.6030000000000005E-2,0.16102900000000001,0.46104299999999998,538.72033699999997
1969,42,"Securities, commodity contracts, and investments",6003,2493,1.531209,87.517212000000001,1.531209,1.531209,258.88916,1584.8314210000001,1574.1685789999999,3.6839999999999998E-2,3.526E-2,3.0000000000000001E-5,9.3699999999999999E-3,1,1,7.0220000000000005E-2,0.175182,0.53476999999999997,624.215149
1970,42,"Securities, commodity contracts, and investments",4820,2337,1.6301650000000001,71.102492999999996,1.6301650000000001,1.6301650000000001,172.307053,1028.1457519999999,1206.5541989999999,2.8660000000000001E-2,3.143E-2,3.0000000000000001E-5,1.308E-2,1,1,7.3999999999999996E-2,0.139492,0.51978199999999997,567.29382299999997
1971,42,"Securities, commodity contracts, and investments",6630,2857,1.1412629999999999,129.84635900000001,1.1175999999999999,1.1175999999999999,244.07723999999999,1653.711548,1741.9884030000001,3.4020000000000002E-2,3.6269999999999997E-2,3.0000000000000001E-5,1.7309999999999999E-2,1,1,7.757E-2,0.13920299999999999,0.50154600000000005,540.482483
1972,42,"Securities, commodity contracts, and investments",7898,3557,5.1282329999999998,164.98658800000001,1.062929,1.062929,261.85943600000002,2220.9616700000001,1685.938232,3.5959999999999999E-2,4.2860000000000002E-2,6.9999999999999994E-5,2.171E-2,1,1,8.2140000000000005E-2,0.16656599999999999,0.44845099999999999,550.68060300000002
1973,42,"Securities, commodity contracts, and investments",6102,2501,4.8538259999999998,141.34465,1.1879820000000001,1.1879820000000001,211.525665,1805.9232179999999,1434.9766850000001,2.954E-2,2.86E-2,9.0000000000000006E-5,2.622E-2,1,1,8.7720000000000006E-2,0.167129,0.42014699999999999,524.42309599999999
1974,42,"Securities, commodity contracts, and investments",5237,2098,10.102312,123.026619,1.3223560000000001,1.3223560000000001,178.12647999999999,1543.848389,1281.2514650000001,2.4989999999999998E-2,2.2079999999999999E-2,1.8000000000000001E-4,3.092E-2,1,1,9.486E-2,0.15851699999999999,0.37421399999999999,474.53311200000002
1975,42,"Securities, commodity contracts, and investments",7161,2494,22.227615,183.43159499999999,0.75413600000000003,0.75413600000000003,259.532715,2426.0971679999998,1774.2026370000001,2.9180000000000001E-2,2.3910000000000001E-2,2.9999999999999997E-4,3.5380000000000002E-2,1,1,0.10067,0.14776900000000001,0.38614999999999999,453.252411
1976,42,"Securities, commodity contracts, and investments",8214,3511,24.599976999999999,191.81947299999999,1.094225,1.094225,251.692398,2507.1489259999998,1725.5507809999999,3.092E-2,3.1530000000000002E-2,4.0000000000000002E-4,3.9960000000000002E-2,1,1,0.10555,0.16015399999999999,0.38458700000000001,469.90454099999999
1977,42,"Securities, commodity contracts, and investments",10334,3387,34.748154,294.20962500000002,0.64292700000000003,0.64292700000000003,364.45654300000001,3587.6684570000002,2664.6313479999999,3.8199999999999998E-2,2.869E-2,5.1000000000000004E-4,4.3740000000000001E-2,1,1,0.11136,0.163356,0.40491700000000003,485.41525300000001
1978,42,"Securities, commodity contracts, and investments",12197,3546,50.990161999999998,359.15722699999998,0.60161399999999998,0.60161399999999998,453.74945100000002,4553.3950199999999,3232.5051269999999,3.6949999999999997E-2,2.8129999999999999E-2,6.7000000000000002E-4,4.5539999999999997E-2,1,1,0.11795,0.17688300000000001,0.40492,502.60711700000002
1979,42,"Securities, commodity contracts, and investments",15262,5701,76.224700999999996,355.23687699999999,0.66264699999999999,0.66264699999999999,523.31372099999999,5032.5063479999999,3572.3930660000001,4.478E-2,4.2549999999999998E-2,8.8999999999999995E-4,4.981E-2,1,1,0.12887999999999999,0.18433099999999999,0.43722,528.67804000000001
1980,42,"Securities, commodity contracts, and investments",18847,9655,117.804688,329.48083500000001,0.60274499999999998,0.60274499999999998,470.70919800000001,4767.7065430000002,3505.0932619999999,4.6240000000000003E-2,6.5350000000000005E-2,1.72E-3,5.9580000000000001E-2,1,1,0.14430999999999999,0.19999600000000001,0.50927800000000001,579.98516800000004
1981,42,"Securities, commodity contracts, and investments",22084,12001,168.65209999999999,329.469086,0.64169900000000002,0.64169900000000002,508.895264,5719.7651370000003,3354.9353030000002,4.9489999999999999E-2,7.4679999999999996E-2,3.0999999999999999E-3,7.1300000000000002E-2,1,1,0.16249,0.255552,0.53936099999999998,665.27795400000002
1982,42,"Securities, commodity contracts, and investments",29199,17719,240.57656900000001,418.92755099999999,0.58765000000000001,0.58765000000000001,487.32058699999999,6652.3627930000002,3679.6374510000001,6.25E-2,0.10549,4.8500000000000001E-3,9.0679999999999997E-2,1,1,0.18196000000000001,0.293126,0.52705299999999999,703.96795699999996
1983,42,"Securities, commodity contracts, and investments",42873,22358,513.66180399999996,832.38391100000001,0.64927900000000005,0.64927900000000005,704.15570100000002,11169.940430000001,7293.5595700000003,9.2749999999999999E-2,0.12679000000000001,7.8399999999999997E-3,0.12103,1,1,0.20449000000000001,0.30704100000000001,0.67844899999999997,786.77319299999999
1984,42,"Securities, commodity contracts, and investments",39805,18842,591.87530500000003,882.14965800000004,0.54867600000000005,0.54867600000000005,621.178406,12287.580078000001,6579.1191410000001,9.1639999999999999E-2,0.1048,1.2999999999999999E-2,0.15634000000000001,1,1,0.23474,0.36776500000000001,0.70302100000000001,871.35565199999996
1985,42,"Securities, commodity contracts, and investments",48535,22414,785.39416500000004,1141.38501,0.54623600000000005,0.54623600000000005,684.22979699999996,15981.541992,7527.3564450000003,0.1072,0.12059,2.0119999999999999E-2,0.19248000000000001,1,1,0.27596999999999999,0.41497000000000001,0.691662,930.10357699999997
1986,42,"Securities, commodity contracts, and investments",62574,32584,910.25225799999998,1319.7491460000001,0.57705200000000001,0.57705200000000001,767.84442100000001,18877.503906000002,8113.4960940000001,0.12911,0.17,2.8649999999999998E-2,0.23277999999999999,1,1,0.32600000000000001,0.440189,0.79569400000000001,1003.357605
1987,42,"Securities, commodity contracts, and investments",69350,27925,89.804771000000002,111.52454400000001,3.9204000000000003E-2,3.7680999999999999E-2,73.468802999999994,26936.113281000002,14214.012694999999,0.14480000000000001,0.14312,3.8809999999999997E-2,0.28265000000000001,1.494E-2,1,0.37768000000000002,0.46968100000000002,1.0298309999999999,1129.92688
1988,42,"Securities, commodity contracts, and investments",62251,18758,248.13488799999999,294.19885299999999,0.556029,8.5508000000000001E-2,170.403717,29058.982422000001,13720.637694999999,0.12834000000000001,9.3530000000000002E-2,5.0900000000000001E-2,0.33726,4.7109999999999999E-2,1,0.42059999999999997,0.47992800000000002,1.002759,1116.3967290000001
1989,42,"Securities, commodity contracts, and investments",72034,26245,2040.830933,2345.7631839999999,8.404439,0.55195099999999997,1658.136841,26904.003906000002,12831.309569999999,0.14182,0.12686,6.3299999999999995E-2,0.39650999999999997,8.5709999999999995E-2,1,0.47245999999999999,0.459536,0.97869399999999995,1081.5219729999999
1990,42,"Securities, commodity contracts, and investments",67723,24509,697.01611300000002,800.22051999999996,4.2833690000000004,0.208316,593.64666699999998,28993.625,12125,0.13128000000000001,0.11558,7.2580000000000006E-2,0.44796999999999998,0.13386999999999999,1,0.50902000000000003,0.48951699999999998,0.88931099999999996,1065.604126
1991,42,"Securities, commodity contracts, and investments",81079,34193,601.65600600000005,753.20025599999997,5.5439189999999998,0.17453199999999999,539.65570100000002,32358.964843999998,12626.804688,0.15653,0.15776000000000001,7.6990000000000003E-2,0.48176000000000002,0.19145999999999999,1,0.55051000000000005,0.49613800000000002,0.87117100000000003,1059.0932620000001
1992,42,"Securities, commodity contracts, and investments",89038,35444,793.16119400000002,1118.5279539999999,10.678991,0.27239999999999998,748.16418499999997,37233.058594000002,13690.137694999999,0.16963,0.16,7.2090000000000001E-2,0.44455,0.24854000000000001,1,0.57416999999999996,0.51983400000000002,0.90708100000000003,1106.5205080000001
1993,42,"Securities, commodity contracts, and investments",109089,45164,848.89269999999999,1215.0854489999999,19.193944999999999,0.34234300000000001,1189.4853519999999,44792.957030999998,15859.044921999999,0.21715999999999999,0.20465,6.565E-2,0.37352999999999997,0.30037999999999998,1,0.62173,0.59195299999999995,0.92445200000000005,1186.121948
1994,42,"Securities, commodity contracts, and investments",105947,47133,724.26104699999996,1071.560669,22.191212,0.410968,1359.9548339999999,43150.5625,12485.060546999999,0.23400000000000001,0.21790999999999999,6.4610000000000001E-2,0.32652999999999999,0.34542,1,0.66995000000000005,0.60754600000000003,1.021987,1237.2264399999999
1995,42,"Securities, commodity contracts, and investments",133472,60724,814.06854199999998,1118.4454350000001,33.296509,0.42030200000000001,2038.1755370000001,53291.964844000002,15451.628906,0.29654000000000003,0.27572999999999998,6.8129999999999996E-2,0.27529999999999999,0.38296999999999998,1,0.70267999999999997,0.66224300000000003,1.019137,1315.1660159999999
1996,42,"Securities, commodity contracts, and investments",168808,74217,1396.450073,1665.9139399999999,68.543273999999997,0.56431299999999995,3812.8400879999999,67508.140625,20138.542968999998,0.38024000000000002,0.33311000000000002,7.9570000000000002E-2,0.23479,0.43765999999999999,1,0.72980999999999996,0.659219,1.076274,1353.34375
1997,42,"Securities, commodity contracts, and investments",204855,84573,2396.9497070000002,2574.6079100000002,144.71281400000001,0.88253999999999999,7527.6132809999999,85122.226561999996,22515.003906000002,0.46686,0.3745,9.7619999999999998E-2,0.20902999999999999,0.51390000000000002,1,0.75780000000000003,0.71162499999999995,1.089882,1456.1342770000001
1998,42,"Securities, commodity contracts, and investments",244246,124583,1378.0738530000001,1332.434814,98.236298000000005,0.74129900000000004,4517.5996089999999,85086.375,27249.541015999999,0.57059000000000004,0.56155999999999995,0.1368,0.21517,0.59987999999999997,1,0.79171999999999998,0.78867900000000002,1.2200249999999999,1584.838501
1999,42,"Securities, commodity contracts, and investments",290846,172494,1720.918457,1665.7664789999999,123.911903,1.2645109999999999,5213.7246089999999,84427.609375,25198.806640999999,0.72067999999999999,0.80779000000000001,0.20383999999999999,0.26673000000000002,0.68140000000000001,1,0.82479999999999998,0.87674200000000002,1.2273670000000001,1743.1635739999999
2000,42,"Securities, commodity contracts, and investments",357110,226068,2138.392578,2406.10376,153.84037799999999,2.2323919999999999,6013.1567379999997,96025.242188000004,24303.029297000001,0.95115000000000005,1.0767,0.29304000000000002,0.35521000000000003,0.81423000000000001,1,0.84806000000000004,0.998583,1.34999,1921.372314
2001,42,"Securities, commodity contracts, and investments",313772,130434,1564.7811280000001,1970.4097899999999,118.12035400000001,0.40845999999999999,3860.9370119999999,139430.65625,36392.6875,0.89449000000000001,0.65461000000000003,0.38672000000000001,0.45188,0.95167999999999997,1,0.87287999999999999,0.95971099999999998,1.397481,1896.0645750000001
2002,42,"Securities, commodity contracts, and investments",287371,124016,1481.0600589999999,2211.9116210000002,120.001846,0.411408,3899.8342290000001,124623.15625,31018.626952999999,0.82606999999999997,0.63324999999999998,0.45230999999999999,0.51966000000000001,1.0139499999999999,1,0.89488000000000001,0.92823500000000003,1.2357579999999999,1751.2966309999999
2003,42,"Securities, commodity contracts, and investments",309183,164166,1649.5432129999999,2724.029297,144.83493000000001,0.65039400000000003,4756.0043949999999,108212.234375,27529.699218999998,0.87722999999999995,0.82931999999999995,0.49485000000000001,0.55600000000000005,1.04016,1,0.89503999999999995,0.90610800000000002,1.216107,1703.285034
2004,42,"Securities, commodity contracts, and investments",345652,189613,1720.6701660000001,3013.6779790000001,161.43171699999999,0.95660299999999998,5473.2329099999997,118142.65625,27526.376952999999,0.94533,0.94088000000000005,0.53954999999999997,0.59708000000000006,1.04749,1,0.90086999999999995,0.91059100000000004,1.1606019999999999,1683.7957759999999
2005,42,"Securities, commodity contracts, and investments",383229,187827,182.963776,319.473724,17.133815999999999,5.5702000000000002E-2,623.65423599999997,159217.734375,35040.988280999998,1.01471,0.91234999999999999,0.58343,0.63963000000000003,1.0972,1,0.90642999999999996,0.93618800000000002,1.204294,1731.6417240000001
2006,42,"Securities, commodity contracts, and investments",448532,224899,371.96978799999999,688.02209500000004,37.944220999999999,0.111232,1422.0932620000001,185151.8125,35961.050780999998,1.1638999999999999,1.06585,0.64685000000000004,0.69398000000000004,1.1299999999999999,1,0.93374000000000001,1.0298860000000001,1.1229739999999999,1798.53772
2007,42,"Securities, commodity contracts, and investments",503439,302822,2189.6879880000001,4461.5371089999999,210.20173600000001,3.2972060000000001,8238.1826170000004,152684.078125,32830.011719000002,1.2392700000000001,1.3952500000000001,0.76926000000000005,0.81372,1.1031500000000001,1,0.93603000000000003,1.077979,1.1946840000000001,1896.4735109999999
2008,42,"Securities, commodity contracts, and investments",432677,312747,1915.5927730000001,4314.7250979999999,167.937881,0.66801999999999995,6581.2016599999997,90740.96875,16208.909180000001,1.0255300000000001,1.4118299999999999,0.89017999999999997,0.91544000000000003,1.0558000000000001,1,0.96087,1.117761,1.0928279999999999,1910.255737
2009,42,"Securities, commodity contracts, and investments",402973,216272,1752.081909,4306.673828,149.55157500000001,0.768876,5879.908203,145369.609375,29242.40625,1,1,1,1,1,1,1,1,1,1744.441284
2010,42,"Securities, commodity contracts, and investments",418361,218888,1811.03125,4627.8881840000004,138.64820900000001,0.845082,5972.6494140000004,155267.265625,31654.667968999998,1.0108600000000001,0.99477000000000004,1.10904,1.0652600000000001,0.96601999999999999,1,1.0021599999999999,0.99111199999999999,0.99777499999999997,1708.4926760000001
2011,42,"Securities, commodity contracts, and investments",410234,219902,1839.1647949999999,4493.2065430000002,135.901962,1.658461,5836.9262699999999,149633.140625,28391.996093999998,0.95879999999999999,0.98334999999999995,1.1671400000000001,1.05244,0.95735000000000003,1,1.01877,1.0249239999999999,0.95467900000000006,1738.5958250000001
2012,42,"Securities, commodity contracts, and investments",425158,206166,1924.451904,4591.6586909999996,148.37200899999999,0.698515,6089.1787109999996,176309.25,29928.388672000001,0.96148999999999996,0.91032000000000002,1.17367,0.99675999999999998,0.96060000000000001,1,0.99878,1.068999,0.91327599999999998,1746.3751219999999
