Dataset,Table,Line,Label,Unit,Year,Value
FixedAssets,FAAt101,09,Current-cost net stock of government fixed assets,Millions of dollars,1957,360537.0
FixedAssets,FAAt101,09,Current-cost net stock of government fixed assets,Millions of dollars,1958,381025.0
FixedAssets,FAAt101,09,Current-cost net stock of government fixed assets,Millions of dollars,1959,393056.0
FixedAssets,FAAt101,09,Current-cost net stock of government fixed assets,Millions of dollars,1960,409472.0
FixedAssets,FAAt101,09,Current-cost net stock of government fixed assets,Millions of dollars,1961,432451.0
FixedAssets,FAAt101,09,Current-cost net stock of government fixed assets,Millions of dollars,1962,462292.0
FixedAssets,FAAt101,09,Current-cost net stock of government fixed assets,Millions of dollars,1963,488620.0
FixedAssets,FAAt101,09,Current-cost net stock of government fixed assets,Millions of dollars,1964,515547.0
FixedAssets,FAAt101,09,Current-cost net stock of government fixed assets,Millions of dollars,1965,551245.0
FixedAssets,FAAt101,09,Current-cost net stock of government fixed assets,Millions of dollars,1966,597548.0
FixedAssets,FAAt101,09,Current-cost net stock of government fixed assets,Millions of dollars,1967,648590.0
FixedAssets,FAAt101,09,Current-cost net stock of government fixed assets,Millions of dollars,1968,706409.0
FixedAssets,FAAt101,09,Current-cost net stock of government fixed assets,Millions of dollars,1969,780845.0
FixedAssets,FAAt101,09,Current-cost net stock of government fixed assets,Millions of dollars,1970,869502.0
FixedAssets,FAAt101,09,Current-cost net stock of government fixed assets,Millions of dollars,1971,941602.0
FixedAssets,FAAt101,09,Current-cost net stock of government fixed assets,Millions of dollars,1972,1.027577e6
FixedAssets,FAAt101,09,Current-cost net stock of government fixed assets,Millions of dollars,1973,1.163366e6
FixedAssets,FAAt101,09,Current-cost net stock of government fixed assets,Millions of dollars,1974,1.419023e6
FixedAssets,FAAt101,09,Current-cost net stock of government fixed assets,Millions of dollars,1975,1.490455e6
FixedAssets,FAAt101,09,Current-cost net stock of government fixed assets,Millions of dollars,1976,1.578046e6
FixedAssets,FAAt101,09,Current-cost net stock of government fixed assets,Millions of dollars,1977,1.679286e6
FixedAssets,FAAt101,09,Current-cost net stock of government fixed assets,Millions of dollars,1978,1.847126e6
FixedAssets,FAAt101,09,Current-cost net stock of government fixed assets,Millions of dollars,1979,2.0950880000000002e6
FixedAssets,FAAt101,09,Current-cost net stock of government fixed assets,Millions of dollars,1980,2.393614e6
FixedAssets,FAAt101,09,Current-cost net stock of government fixed assets,Millions of dollars,1981,2.629317e6
FixedAssets,FAAt101,09,Current-cost net stock of government fixed assets,Millions of dollars,1982,2.786054e6
FixedAssets,FAAt101,09,Current-cost net stock of government fixed assets,Millions of dollars,1983,2.868288e6
FixedAssets,FAAt101,09,Current-cost net stock of government fixed assets,Millions of dollars,1984,3.026455e6
FixedAssets,FAAt101,09,Current-cost net stock of government fixed assets,Millions of dollars,1985,3.138872e6
FixedAssets,FAAt101,09,Current-cost net stock of government fixed assets,Millions of dollars,1986,3.316351e6
FixedAssets,FAAt101,09,Current-cost net stock of government fixed assets,Millions of dollars,1987,3.497604e6
FixedAssets,FAAt101,09,Current-cost net stock of government fixed assets,Millions of dollars,1988,3.690604e6
FixedAssets,FAAt101,09,Current-cost net stock of government fixed assets,Millions of dollars,1989,3.889312e6
FixedAssets,FAAt101,09,Current-cost net stock of government fixed assets,Millions of dollars,1990,4.080975e6
FixedAssets,FAAt101,09,Current-cost net stock of government fixed assets,Millions of dollars,1991,4.212523e6
FixedAssets,FAAt101,09,Current-cost net stock of government fixed assets,Millions of dollars,1992,4.388836e6
FixedAssets,FAAt101,09,Current-cost net stock of government fixed assets,Millions of dollars,1993,4.577775e6
FixedAssets,FAAt101,09,Current-cost net stock of government fixed assets,Millions of dollars,1994,4.822715e6
FixedAssets,FAAt101,09,Current-cost net stock of government fixed assets,Millions of dollars,1995,5.046697e6
FixedAssets,FAAt101,09,Current-cost net stock of government fixed assets,Millions of dollars,1996,5.231912e6
FixedAssets,FAAt101,09,Current-cost net stock of government fixed assets,Millions of dollars,1997,5.464277e6
FixedAssets,FAAt101,09,Current-cost net stock of government fixed assets,Millions of dollars,1998,5.695238e6
FixedAssets,FAAt101,09,Current-cost net stock of government fixed assets,Millions of dollars,1999,6.013774e6
FixedAssets,FAAt101,09,Current-cost net stock of government fixed assets,Millions of dollars,2000,6.338975e6
FixedAssets,FAAt101,09,Current-cost net stock of government fixed assets,Millions of dollars,2001,6.602096e6
FixedAssets,FAAt101,09,Current-cost net stock of government fixed assets,Millions of dollars,2002,6.896757e6
FixedAssets,FAAt101,09,Current-cost net stock of government fixed assets,Millions of dollars,2003,7.195735e6
FixedAssets,FAAt101,09,Current-cost net stock of government fixed assets,Millions of dollars,2004,7.974171e6
FixedAssets,FAAt101,09,Current-cost net stock of government fixed assets,Millions of dollars,2005,8.710513e6
FixedAssets,FAAt101,09,Current-cost net stock of government fixed assets,Millions of dollars,2006,9.606555e6
FixedAssets,FAAt101,09,Current-cost net stock of government fixed assets,Millions of dollars,2007,1.035213e7
FixedAssets,FAAt101,09,Current-cost net stock of government fixed assets,Millions of dollars,2008,1.1035226e7
FixedAssets,FAAt101,09,Current-cost net stock of government fixed assets,Millions of dollars,2009,1.1087181e7
FixedAssets,FAAt101,09,Current-cost net stock of government fixed assets,Millions of dollars,2010,1.151423e7
FixedAssets,FAAt101,09,Current-cost net stock of government fixed assets,Millions of dollars,2011,1.2129534e7
FixedAssets,FAAt101,09,Current-cost net stock of government fixed assets,Millions of dollars,2012,1.2516317e7
FixedAssets,FAAt101,09,Current-cost net stock of government fixed assets,Millions of dollars,2013,1.2946162e7
FixedAssets,FAAt101,09,Current-cost net stock of government fixed assets,Millions of dollars,2014,1.3247315e7
FixedAssets,FAAt101,09,Current-cost net stock of government fixed assets,Millions of dollars,2015,1.3442449e7
FixedAssets,FAAt101,09,Current-cost net stock of government fixed assets,Millions of dollars,2016,1.3837294e7
FixedAssets,FAAt101,09,Current-cost net stock of government fixed assets,Millions of dollars,2017,1.440726e7
FixedAssets,FAAt101,09,Current-cost net stock of government fixed assets,Millions of dollars,2018,1.5158515e7
FixedAssets,FAAt101,09,Current-cost net stock of government fixed assets,Millions of dollars,2019,1.5690975e7
FixedAssets,FAAt101,09,Current-cost net stock of government fixed assets,Millions of dollars,2020,1.6255179e7
FixedAssets,FAAt101,09,Current-cost net stock of government fixed assets,Millions of dollars,2021,1.8144872e7
FixedAssets,FAAt101,09,Current-cost net stock of government fixed assets,Millions of dollars,2022,2.0047331e7
FixedAssets,FAAt101,09,Current-cost net stock of government fixed assets,Millions of dollars,2023,2.0591542e7
FixedAssets,FAAt101,09,Current-cost net stock of government fixed assets,Millions of dollars,2024,2.1272014e7
FixedAssets,FAAt101,09,Current-cost net stock of government fixed assets,Millions of dollars,2025,
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,1929,39204.0
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,1930,36877.0
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,1931,32268.0
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,1932,28477.0
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,1933,27874.0
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,1934,27843.0
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,1935,27756.0
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,1936,29286.0
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,1937,30856.0
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,1938,30631.0
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,1939,31532.0
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,1940,34502.0
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,1941,39905.0
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,1942,45011.0
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,1943,49576.0
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,1944,52708.0
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,1945,53999.0
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,1946,61760.0
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,1947,73356.0
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,1948,83073.0
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,1949,91782.0
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,1950,107480.0
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,1951,120011.0
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,1952,127000.0
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,1953,135125.0
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,1954,138718.0
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,1955,148099.0
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,1956,159072.0
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,1957,168497.0
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,1958,172603.0
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,1959,180216.0
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,1960,185419.0
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,1961,188375.0
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,1962,194709.0
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,1963,204844.0
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,1964,215398.0
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,1965,227868.0
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,1966,249517.0
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,1967,271922.0
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,1968,302059.0
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,1969,329711.0
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,1970,354257.0
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,1971,377896.0
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,1972,409508.0
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,1973,454032.0
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,1974,525671.0
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,1975,577996.0
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,1976,635521.0
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,1977,705116.0
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,1978,795098.0
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,1979,895576.0
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,1980,990869.0
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,1981,1.060779e6
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,1982,1.102424e6
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,1983,1.175092e6
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,1984,1.269583e6
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,1985,1.37713e6
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,1986,1.522384e6
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,1987,1.652662e6
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,1988,1.800326e6
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,1989,1.925583e6
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,1990,2.039042e6
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,1991,2.117447e6
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,1992,2.193468e6
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,1993,2.302248e6
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,1994,2.424136e6
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,1995,2.529306e6
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,1996,2.627929e6
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,1997,2.717961e6
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,1998,2.833763e6
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,1999,2.991093e6
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,2000,3.201756e6
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,2001,3.3643e6
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,2002,3.526184e6
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,2003,3.677601e6
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,2004,3.898219e6
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,2005,4.1062700000000005e6
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,2006,4.298259e6
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,2007,4.474789e6
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,2008,4.566247e6
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,2009,4.560133e6
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,2010,4.535502e6
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,2011,4.644654e6
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,2012,4.72744e6
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,2013,4.777334e6
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,2014,4.85176e6
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,2015,4.990625e6
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,2016,5.136728e6
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,2017,5.267636e6
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,2018,5.471605e6
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,2019,5.671343e6
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,2020,6.022274e6
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,2021,6.995956e6
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,2022,7.639315e6
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,2023,7.856571e6
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,2024,8.11119e6
FixedAssets,FAAt101,15,Current-cost net stock of consumer durable goods,Millions of dollars,2025,
