"Variable","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"  = Sweat income",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.07793145002676569,0.0742610533202759,0.07808989176015527,0.07338234744242413,0.07289295208053609,0.074995989333145,0.08037013692177618,0.08394859322977825,0.08948017750481231,0.08157718446238706,0.0882540818245107,0.08674781363053574,0.08402213230071834,0.08650290463630395,0.08274451964843853,0.08446606594043539,0.08833277321547912,0.08221300108130189,0.08087435962792393,0.08651923623587919,0.08493472048571359,0.07968844787806319,0.0807246725819135,0.08796468000891904,0.09536832967916181,0.08599616325610954
"    NIPA proprietors' income",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.08261006030457523,0.07986172149196287,NaN,0.07863265321903529,0.07613022392704759,0.07443194437471935,0.07399164212998889,0.07201710012002559,0.06956056693691987,0.0676517282390928,0.06517883607273604,0.0622952588484001,NaN,0.06394089651095951,0.06785593006412945,NaN,0.05992630746923806,NaN,0.05936098342866127,0.060374403273293235,0.0583845091939774,0.05129912570539471,0.04822700840606366,0.04402305904843196,0.04433097132415631,0.049094892360591134,0.04821542405135063,0.04844104110625971,0.050882977311563854,0.05363499896403167,0.05220239129715886,0.05115427008391639,0.0497567611589614,0.053166324353660546,0.05406353603992313,0.054354497441095474,0.05464735975951363,0.05854233489016876,0.05936189769228857,0.06172869828953715,0.06335531538186666,0.06450543803889351,0.06871394231357937,0.06942951204809931,0.06832066868936447,0.06867739013812216,0.06546578314058935,0.06628322034096788,0.05989730910760405,0.05658058870022096,0.056150000621875036,0.06401284357063759,0.06860822294150813,0.06975753190263441,0.07004871445023383,0.0682564110288909,0.0646956644469901,0.0631228401894373,0.06417987400494594,0.0640374307523486,0.06402634264208941,0.06612942224983927,0.06772013528849809,0.06339246365238667
"      -NIPA proprietors' IVA,CCadj",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.0012470433764644098,-0.0010308914174442397,NaN,-0.0008897673219737308,-0.0007478304914284969,-0.0006394410427916768,-0.0010739260049654384,-0.0012668428399074173,-0.0012905875607296107,-0.0013487829663011242,-0.0013161884305318429,-0.0014932670687796896,NaN,-0.0013387419285477568,-0.0019351914715990029,NaN,-0.0025518780604172403,NaN,-0.0021017827369060648,-0.0020705116670778866,-0.001902463387115248,-0.0020672857866345265,-0.0006809434568465243,-0.0007727584536601693,0.0014131166536994145,0.003434214037552292,0.005077550143096423,0.005710467047390867,0.004301823685398596,0.003825351651331156,0.0034852093389405596,0.0017719470427534423,0.001316265142218277,0.0014253684888757363,0.0013304169351482076,0.0006681173827683466,0.0005709066296838957,0.001249363343534213,0.002185772819585636,0.0027384158491275843,0.0033617752277008946,0.003844000536885038,0.005581074590752027,0.006698524865092966,0.006754201118283973,0.006519856876716591,0.0037425829575725936,0.003970866146556454,0.0040647692985304905,0.007651162639573816,0.007818346182956688,0.007782115903399688,0.010174299126669875,0.008402906211324843,0.00973445381344555,0.009941277107513406,0.010965728917349558,0.011340098003606048,0.013246992950666468,0.014925341189213983,0.01518154083675095,0.016530009311575836,0.013930487101459922,0.014231495630451733
"      -NIPA prop inc, other private",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0005283525884493947,0.0005462303682016951,NaN,0.0006036181512269791,0.0006033939163692022,0.0005727277056500256,0.0005323139721581934,0.0005024966578377537,0.0004805911785494284,0.0004251598480731805,0.0003791976957416499,0.000357903688871057,NaN,0.00037452498955354126,0.0003618307519349959,NaN,0.0002777416439143292,NaN,0.000251835969062435,0.00022953142338828994,0.0002166992672855747,0.0001698319824715665,0.00016104299334170852,0.00018618207003326542,0.0002375426007060832,0.00027037498717294445,0.00020362206207099305,0.00018546977478213432,0.0002888131348304272,0.00030448593063961654,0.00029411953235757433,0.00022335832092911043,0.0002488104991854593,0.00024779196791137667,0.0002384947942992609,0.0002791261825390652,0.0002665442331148007,0.0002285565168740314,0.0002407176093748854,0.0001563762324772899,8.89801399916502e-5,6.0776742109926884e-5,4.316031016848235e-5,9.973979846773326e-5,9.218440125148647e-5,0.00016169119524259956,0.00015685471663686769,0.00017875362813662122,0.00020158367357627158,0.00023467619086558016,0.00026353437889805394,0.0002670803791367267,0.00027296123581325825,0.000300190037143257,0.0002993191545590906,0.0003170765674946891,0.00029738302205432844,0.00027256881928564464,0.0002487438786738841,0.00024864148669969126,0.0002786947935094917,0.00027538990551849993,0.0002780057702112469,0.0002591775324494462
"      +IRS S corp comp (true)",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0017626053659690665,0.00210831984482846,NaN,0.0025926812806125747,0.0028783045435106496,0.003045987293069657,0.0031618877321729893,0.0033119207205732676,0.0034271767695770706,0.0036192179039315348,0.004070054923552478,0.004278259462187187,NaN,0.003720175236745821,0.0038182212160791165,NaN,0.0037087650905756587,NaN,0.0038856637706622646,0.003887552185216533,0.0034813122976983055,0.0034022954890914913,0.0028903138858297987,0.0029594867488703905,0.0034042113536109494,0.0036252269334178383,0.0037278043884639224,0.0045546859021991445,0.007461953877306824,0.009367555388493584,0.010185005164726372,0.011208103904165635,0.011156007647486418,0.012257278975377083,0.012551642297770157,0.012025174437092126,0.012261856568230433,0.0129646898004101,0.0134221335309611,0.013960633944407552,0.014547312226224152,0.014841659336157394,0.014445472575115964,0.014789589939627175,0.014923231628029868,0.015115803075946017,0.015603294817841798,0.0163423009228238,0.016473585044984942,0.016604630121283152,0.015994855941360436,0.015613565091596938,0.016009626314003347,0.016168490312207878,0.016050853285044048,0.016006625050327322,0.01597339850077222,0.015879825680810856,0.016063469057995924,0.015091771102118985,0.014738279534024972,0.015281154393408127,0.015443868763686634,0.01447597095726975
"      +IRS S corp bus inc (true)",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0004994957005610871,0.000425459781012592,NaN,0.0008094070097157834,0.0008715744776059205,0.0011067705790564532,0.0014824538751839584,0.0016328064447428824,0.001758830622946035,0.0017023725265556567,0.001599751633370705,0.0012002935965258058,NaN,0.0016424996201890288,0.0019101214543170676,NaN,0.0013035901961419372,NaN,0.0015552481825770036,0.0015770878659647708,0.0007109527112672056,7.240065472261858e-5,-0.0003532867573507443,-0.00025959710239534164,0.00031271527244671073,0.0005650893366582112,0.00044786950143566994,0.00040641774962762425,0.005231507950400366,0.006711858823473947,0.006059506763120198,0.005696854274919421,0.00498143763926492,0.0074851725085673445,0.008339352004097515,0.01073472948786269,0.010650333436601898,0.012228145464426054,0.013850123579185946,0.01468004456315655,0.015239286374080832,0.014521813014112104,0.014373881756736834,0.014655568258779957,0.015927678441434924,0.018907680098947714,0.02306715620764484,0.02276299420422237,0.021075536674327808,0.017246614567310893,0.0161231225846898,0.018944681862865485,0.019924324084921823,0.024760649788922607,0.024074309585063697,0.025566728424422556,0.026756114889140353,0.027701089877768106,0.026296860346678705,0.02552844094610855,0.02562789615946485,0.02791015352603513,0.03430026666675532,0.031572641774633446
"      +NIPA statistical desc.",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0003281693095958973,-0.0020665189363468757,NaN,-4.1285203739581116e-5,-0.0019802659402989257,-6.293711051099182e-5,0.0008635573827806501,0.005386467338551956,0.003362135786602043,0.002870745267269988,0.001339888286515696,0.004274026602223048,NaN,0.004819067504722136,0.003705146899814358,NaN,0.006762603567060026,NaN,0.007989732343109684,0.008484659984995029,0.014642818506986063,0.013236728633831428,0.010118868081637354,0.0022238985381874024,0.013531359569279389,0.008909899040306188,0.010815571847055734,0.015080845801225928,0.007745200949742175,0.0004651319167725311,0.010379573174167302,0.013812148308816684,0.01302525070608826,0.015347158291390411,0.01963413446924477,0.016574619846489218,0.0104659779918737,0.006139374699847097,0.0010424658294507813,-0.005437593025864136,-0.002667220638031919,-0.008197584095995985,-0.009651538325607173,-0.00651659947268782,-0.0018417088388756925,-0.0020041291994361736,-0.003810847520951213,-0.013232562157388158,0.0007397819949094576,0.011265105275557269,0.011475087695283876,0.004010247984681077,-0.0013569865406349725,-0.008244815426658409,-0.0015435975860200195,-0.007022119959569686,-0.00446304950919404,0.0024753422004092297,0.003050425654635015,0.002716812937690047,0.0023473822101281595,0.004985462715336111,0.0014085724987344024,-1.346597047276929e-5
"      -Estimate of P-T cap inc",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007318680176160182,0.007775938369356365,0.008934046216291899,0.008384201571747952,0.00936457133836839,0.010563816777112918,0.010113347478641935,0.01006660281184226,0.006945771466102977,0.006429149073545759,0.005665778025208811,0.007063286203397142,0.007639053980636054,0.008029237590940728,0.009993406788876667,0.009272694388202994,0.010263733550837793,0.01033628978776112,0.010824656760380816,0.01104719488965462,0.011160171749201666,0.01251202518428931,0.01055499233353345,0.009536113658605273,0.009296020666841447,0.008940773994806377
"  + Nonsweat labor income",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3552221960411105,0.35765602859326107,NaN,0.35125683820041503,0.3496249743211556,0.34908661212502623,0.347418798102185,0.34965417566043266,0.3505083347390228,0.3512536189652809,0.35681826284473894,0.35452282413562164,NaN,0.3464491836310368,0.3491239596878514,NaN,0.3383732352352345,NaN,0.34540691171603133,0.3495408935785402,0.354901172361987,0.3572694685370614,0.354489406039334,0.35492398853924984,0.3478052400648351,0.3483134678933681,0.34859690142468897,0.3500043686423787,0.34974640496674997,0.3492431746924567,0.34277223342870056,0.341610690088744,0.3377482798156043,0.33835609731994465,0.3345747891930231,0.3324054293856015,0.3337632619037586,0.3346590704567862,0.3395201647479522,0.3493367365073701,0.3519982478873189,0.3604257656994285,0.35657293910347376,0.3422049526124239,0.3348841122642038,0.33216070497170747,0.3282329260657625,0.32876340259389264,0.3307461487258746,0.3272393804236287,0.3106122911838646,0.3056739151871438,0.3096515884269866,0.3132067674176748,0.31254158847233277,0.31697763083670005,0.32185763200041123,0.32228076492081054,0.3257117728765653,0.3280253494437491,0.3309215202127901,0.33361451297462275,0.3309099763130869,0.3261673173658099
"    NIPA compensation",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.46913443653281506,0.47588031713867796,NaN,0.4730672188638478,0.47309187754771964,0.47332357456675483,0.47119084596649174,0.4762321964497151,0.48235334620410963,0.486312311651965,0.4946803225635422,0.4990826822413036,NaN,0.49174660450655205,0.490097341290939,NaN,0.480104307035873,NaN,0.4789759909662238,0.47902007659080353,0.4806760675067778,0.4850811049345662,0.4811645239113457,0.48684425474478904,0.4790510679582233,0.4766693816222596,0.47755954268655865,0.480454540968084,0.48379947905218895,0.48586826542768163,0.4806430392863955,0.4841863762667437,0.4851547634617016,0.48777297496401767,0.4826247860422136,0.4773363629430435,0.4772331966007188,0.47596027997490503,0.4791195316122878,0.4893458690266417,0.4922050170810921,0.5011623618060551,0.499927278285502,0.49019062898649723,0.4843141596570829,0.4799597361434586,0.4732199155540527,0.4725084723170799,0.4747367120055988,0.4754021724923672,0.46489254053317164,0.45810602555673496,0.45990717499129,0.460178930820023,0.4582877855586301,0.461348149526247,0.4660937628801088,0.46677742475446754,0.46878036871891804,0.46969032058850785,0.47156179680659954,0.479823561572121,0.46804304513784756,0.4566291931689466
