Dataset,Table,Line,Label,Unit,Year,Value
NIPA,T30500,20,State and local sales taxes,Millions of dollars,1965,8637.0
NIPA,T30500,20,State and local sales taxes,Millions of dollars,1966,9843.0
NIPA,T30500,20,State and local sales taxes,Millions of dollars,1967,10717.0
NIPA,T30500,20,State and local sales taxes,Millions of dollars,1968,13117.0
NIPA,T30500,20,State and local sales taxes,Millions of dollars,1969,15113.0
NIPA,T30500,20,State and local sales taxes,Millions of dollars,1970,16960.0
NIPA,T30500,20,State and local sales taxes,Millions of dollars,1971,19101.0
NIPA,T30500,20,State and local sales taxes,Millions of dollars,1972,21834.0
NIPA,T30500,20,State and local sales taxes,Millions of dollars,1973,24540.0
NIPA,T30500,20,State and local sales taxes,Millions of dollars,1974,27973.0
NIPA,T30500,20,State and local sales taxes,Millions of dollars,1975,30311.0
NIPA,T30500,20,State and local sales taxes,Millions of dollars,1976,34447.0
NIPA,T30500,20,State and local sales taxes,Millions of dollars,1977,38977.0
NIPA,T30500,20,State and local sales taxes,Millions of dollars,1978,44206.0
NIPA,T30500,20,State and local sales taxes,Millions of dollars,1979,49492.0
NIPA,T30500,20,State and local sales taxes,Millions of dollars,1980,53616.0
NIPA,T30500,20,State and local sales taxes,Millions of dollars,1981,58784.0
NIPA,T30500,20,State and local sales taxes,Millions of dollars,1982,62010.0
NIPA,T30500,20,State and local sales taxes,Millions of dollars,1983,70368.0
NIPA,T30500,20,State and local sales taxes,Millions of dollars,1984,80570.0
NIPA,T30500,20,State and local sales taxes,Millions of dollars,1985,87850.0
NIPA,T30500,20,State and local sales taxes,Millions of dollars,1986,93688.0
NIPA,T30500,20,State and local sales taxes,Millions of dollars,1987,100920.0
NIPA,T30500,20,State and local sales taxes,Millions of dollars,1988,109977.0
NIPA,T30500,20,State and local sales taxes,Millions of dollars,1989,117357.0
NIPA,T30500,20,State and local sales taxes,Millions of dollars,1990,125575.0
NIPA,T30500,20,State and local sales taxes,Millions of dollars,1991,128036.0
NIPA,T30500,20,State and local sales taxes,Millions of dollars,1992,136032.0
NIPA,T30500,20,State and local sales taxes,Millions of dollars,1993,143714.0
NIPA,T30500,20,State and local sales taxes,Millions of dollars,1994,155376.0
NIPA,T30500,20,State and local sales taxes,Millions of dollars,1995,164448.0
NIPA,T30500,20,State and local sales taxes,Millions of dollars,1996,174406.0
NIPA,T30500,20,State and local sales taxes,Millions of dollars,1997,184222.0
NIPA,T30500,20,State and local sales taxes,Millions of dollars,1998,194935.0
NIPA,T30500,20,State and local sales taxes,Millions of dollars,1999,208581.0
NIPA,T30500,20,State and local sales taxes,Millions of dollars,2000,221358.0
NIPA,T30500,20,State and local sales taxes,Millions of dollars,2001,223109.0
NIPA,T30500,20,State and local sales taxes,Millions of dollars,2002,222523.0
NIPA,T30500,20,State and local sales taxes,Millions of dollars,2003,233267.0
NIPA,T30500,20,State and local sales taxes,Millions of dollars,2004,251998.0
NIPA,T30500,20,State and local sales taxes,Millions of dollars,2005,272759.0
NIPA,T30500,20,State and local sales taxes,Millions of dollars,2006,293928.0
NIPA,T30500,20,State and local sales taxes,Millions of dollars,2007,301403.0
NIPA,T30500,20,State and local sales taxes,Millions of dollars,2008,301130.0
NIPA,T30500,20,State and local sales taxes,Millions of dollars,2009,279578.0
NIPA,T30500,20,State and local sales taxes,Millions of dollars,2010,295123.0
NIPA,T30500,20,State and local sales taxes,Millions of dollars,2011,311294.0
NIPA,T30500,20,State and local sales taxes,Millions of dollars,2012,324367.0
NIPA,T30500,20,State and local sales taxes,Millions of dollars,2013,343361.0
NIPA,T30500,20,State and local sales taxes,Millions of dollars,2014,361413.0
NIPA,T30500,20,State and local sales taxes,Millions of dollars,2015,373249.0
NIPA,T30500,20,State and local sales taxes,Millions of dollars,2016,384186.0
NIPA,T30500,20,State and local sales taxes,Millions of dollars,2017,405139.0
NIPA,T30500,20,State and local sales taxes,Millions of dollars,2018,426444.0
NIPA,T30500,20,State and local sales taxes,Millions of dollars,2019,448300.0
NIPA,T30500,20,State and local sales taxes,Millions of dollars,2020,444755.0
NIPA,T30500,20,State and local sales taxes,Millions of dollars,2021,522349.00000000006
NIPA,T30500,20,State and local sales taxes,Millions of dollars,2022,580990.0
NIPA,T30500,20,State and local sales taxes,Millions of dollars,2023,589523.0
NIPA,T30500,20,State and local sales taxes,Millions of dollars,2024,602430.0
NIPA,T30500,20,State and local sales taxes,Millions of dollars,2025,
