Quantity Index Labor Hours (2017=100),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industry Description,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Printing and related support activities,200.39,193.191,192.71,187.72800000000001,175.82300000000001,161.30600000000001,156.29499999999999,152.589,148.20400000000001,145.83600000000001,143.011,133.078,117.508,112.83499999999999,105.72799999999999,102.839,101.669,104.03400000000001,102.155,101.354,100,98.222999999999999,100.123,81.653000000000006,84.861999999999995,85.45,82.731999999999999,80.013000000000005
Petroleum and coal products,121.56,116.42400000000001,111.357,104.20699999999999,103.51600000000001,99.869,100.014,98.319000000000003,100.012,102.508,99.932000000000002,99.498000000000005,93.096000000000004,98.010999999999996,99.227999999999994,108.11199999999999,101.786,100.54600000000001,98.739000000000004,97.316000000000003,100,102.917,108.693,95.039000000000001,98.05,98.494,94.305999999999997,95.531000000000006
Chemical products,125.315,122.04900000000001,121.96899999999999,119.155,114.932,113.008,110.351,109.79900000000001,106.328,107.29300000000001,104.315,101.54900000000001,96.736000000000004,96.073999999999998,96.078999999999994,98.391000000000005,98.542000000000002,98.62,98.924999999999997,97.007999999999996,100,102.386,106.87,100.815,103.524,108.14700000000001,109.063,106.727
Plastics and rubber products,133.042,129.18899999999999,132.19800000000001,129.27500000000001,119.607,113.306,108.718,107.79600000000001,106.08,105.75700000000001,103.726,99.566999999999993,83.412000000000006,87.503,88.027000000000001,89.141999999999996,91.366,95.016000000000005,96.850999999999999,97.991,100,101.045,103.81399999999999,94.798000000000002,98.58,102.88,100.72199999999999,97.766999999999996
Wholesale trade,93.545000000000002,96.730999999999995,96.701999999999998,99.587999999999994,99.253,96.64,95.715999999999994,95.864999999999995,97.962000000000003,100.379,101.923,101.886,93.460999999999999,92.605999999999995,95.188000000000002,96.290999999999997,97.799000000000007,98.67,99.617000000000004,99.834999999999994,100,98.152000000000001,99.332999999999998,92.046000000000006,95.186999999999998,98.438000000000002,100.256,100.56699999999999
Retail trade,98.68,98.953000000000003,101.54,101.137,100.423,100.024,99.962000000000003,100.089,101.191,100.76,100.60899999999999,98.61,93.037999999999997,93.495999999999995,95.165000000000006,96.150999999999996,95.433999999999997,97.296000000000006,99.144000000000005,99.042000000000002,100,96.686000000000007,94.058999999999997,88.599000000000004,92.554000000000002,91.924999999999997,91.64,90.210999999999999
Air transportation,144.14699999999999,150.756,141.09399999999999,140.815,141.09299999999999,129.452,121.193,117.89400000000001,115.25,104.059,101.074,95.835999999999999,90.902000000000001,96.570999999999998,97.234999999999999,93.631,90.680999999999997,92.905000000000001,100.502,102.23,100,94.796999999999997,92.718000000000004,83.245000000000005,90.691000000000003,104.517,121.328,126.989
Rail transportation,151.43799999999999,147.863,144.18799999999999,141.92699999999999,126.875,116.206,117.017,121.592,120.875,117.902,117.71899999999999,111.786,102.375,96.927999999999997,103.995,107.223,108.19499999999999,111.901,113.988,102.735,100,96.906999999999996,91.152000000000001,82.225999999999999,77.444000000000003,79.611000000000004,84.015000000000001,82.415000000000006
Water transportation,64.433999999999997,64.058000000000007,67.194000000000003,73.527000000000001,69.188000000000002,68.5,74.778999999999996,76.722999999999999,91.62,93.408000000000001,94.819000000000003,98.447000000000003,103.52200000000001,109.07599999999999,101.184,104.504,113.878,114.833,108.277,103.86,100,90.763000000000005,83.876999999999995,78.17,89.227000000000004,106.006,101.256,104.97199999999999
Truck transportation,86.463999999999999,91.013999999999996,94.328000000000003,93.435000000000002,89.801000000000002,89.914000000000001,87.789000000000001,94.831999999999994,97.658000000000001,98.637,97.950999999999993,92.698999999999998,82.816000000000003,83.272999999999996,88.233999999999995,92.587999999999994,95.397999999999996,99.548000000000002,101.17400000000001,100.873,100,97.95,96.906000000000006,95.694000000000003,100.923,102.372,99.072999999999993,95.765000000000001
