year,series,real_value_added_millions,hours_millions,real_value_added_per_hour,real_output_per_hour_thousands_1982_dollars,index_first_year_100,source_note
2004,Measurable sectors,2.4023159707385274e6,36380.024109000005,66.033930146413,0.066033930146413,1070.3295779363084,"BEA-BLS historical KLEMS research data through 2016, spliced to current BEA-BLS production account for 2017-2024; value added is in millions of 1982 dollars."
2004,Unmeasurable sectors,3.611189281232449e6,129845.65014700001,27.81139974380484,0.02781139974380484,231.28914818502184,"BEA-BLS historical KLEMS research data through 2016, spliced to current BEA-BLS production account for 2017-2024; value added is in millions of 1982 dollars."
2004,Total economy,6.013505251970977e6,166225.67425600003,36.17675355438611,0.03617675355438611,407.7554021377577,"BEA-BLS historical KLEMS research data through 2016, spliced to current BEA-BLS production account for 2017-2024; value added is in millions of 1982 dollars."
2005,Measurable sectors,2.4852507970860004e6,35882.296815999995,69.26119612214517,0.06926119612214517,1122.6396285729243,"BEA-BLS historical KLEMS research data through 2016, spliced to current BEA-BLS production account for 2017-2024; value added is in millions of 1982 dollars."
2005,Unmeasurable sectors,3.711538349331712e6,131603.58300699998,28.202411093429696,0.028202411093429695,234.54093280638216,"BEA-BLS historical KLEMS research data through 2016, spliced to current BEA-BLS production account for 2017-2024; value added is in millions of 1982 dollars."
2005,Total economy,6.196789146417713e6,167485.87982299997,36.99887508706116,0.03699887508706116,417.02169784497386,"BEA-BLS historical KLEMS research data through 2016, spliced to current BEA-BLS production account for 2017-2024; value added is in millions of 1982 dollars."
2006,Measurable sectors,2.662179968898873e6,36403.560286,73.1296595163712,0.07312965951637121,1185.3427083808876,"BEA-BLS historical KLEMS research data through 2016, spliced to current BEA-BLS production account for 2017-2024; value added is in millions of 1982 dollars."
2006,Unmeasurable sectors,3.769826175802379e6,133713.01587,28.193412221496242,0.028193412221496243,234.46609509798606,"BEA-BLS historical KLEMS research data through 2016, spliced to current BEA-BLS production account for 2017-2024; value added is in millions of 1982 dollars."
2006,Total economy,6.432006144701252e6,170116.576156,37.80940276391987,0.03780940276391987,426.15731689173145,"BEA-BLS historical KLEMS research data through 2016, spliced to current BEA-BLS production account for 2017-2024; value added is in millions of 1982 dollars."
2007,Measurable sectors,2.8044342713979864e6,36323.405580000006,77.20736056043526,0.07720736056043526,1251.4372756399684,"BEA-BLS historical KLEMS research data through 2016, spliced to current BEA-BLS production account for 2017-2024; value added is in millions of 1982 dollars."
2007,Unmeasurable sectors,3.8251082683839337e6,134366.957641,28.467625787909938,0.02846762578790994,236.74654925638302,"BEA-BLS historical KLEMS research data through 2016, spliced to current BEA-BLS production account for 2017-2024; value added is in millions of 1982 dollars."
2007,Total economy,6.629542539781921e6,170690.363221,38.83958305952148,0.03883958305952148,437.7686843981035,"BEA-BLS historical KLEMS research data through 2016, spliced to current BEA-BLS production account for 2017-2024; value added is in millions of 1982 dollars."
2008,Measurable sectors,2.7938899142253557e6,35221.091124000006,79.32434303040576,0.07932434303040575,1285.7509829803935,"BEA-BLS historical KLEMS research data through 2016, spliced to current BEA-BLS production account for 2017-2024; value added is in millions of 1982 dollars."
2008,Unmeasurable sectors,3.7910293649057047e6,133015.05346700002,28.500754358951028,0.02850075435895103,237.02205782651126,"BEA-BLS historical KLEMS research data through 2016, spliced to current BEA-BLS production account for 2017-2024; value added is in millions of 1982 dollars."
2008,Total economy,6.5849192791310605e6,168236.14459100002,39.14093071461962,0.03914093071461962,441.16523390062,"BEA-BLS historical KLEMS research data through 2016, spliced to current BEA-BLS production account for 2017-2024; value added is in millions of 1982 dollars."
2009,Measurable sectors,2.5463614235109184e6,31222.419922999994,81.55554341369745,0.08155554341369745,1321.9160235776274,"BEA-BLS historical KLEMS research data through 2016, spliced to current BEA-BLS production account for 2017-2024; value added is in millions of 1982 dollars."
2009,Unmeasurable sectors,3.589989148739745e6,126469.975035,28.38609834267961,0.02838609834267961,236.06853903270763,"BEA-BLS historical KLEMS research data through 2016, spliced to current BEA-BLS production account for 2017-2024; value added is in millions of 1982 dollars."
2009,Total economy,6.136350572250663e6,157692.394958,38.91342111891336,0.03891342111891336,438.6009278871481,"BEA-BLS historical KLEMS research data through 2016, spliced to current BEA-BLS production account for 2017-2024; value added is in millions of 1982 dollars."
2010,Measurable sectors,2.7001454252116284e6,31305.972932,86.25016801351741,0.08625016801351741,1398.0101702587885,"BEA-BLS historical KLEMS research data through 2016, spliced to current BEA-BLS production account for 2017-2024; value added is in millions of 1982 dollars."
2010,Unmeasurable sectors,3.690710664589197e6,125130.371033,29.494923048025363,0.029494923048025364,245.28990595233037,"BEA-BLS historical KLEMS research data through 2016, spliced to current BEA-BLS production account for 2017-2024; value added is in millions of 1982 dollars."
2010,Total economy,6.390856089800825e6,156436.343965,40.852757919417186,0.040852757919417185,460.45957962551324,"BEA-BLS historical KLEMS research data through 2016, spliced to current BEA-BLS production account for 2017-2024; value added is in millions of 1982 dollars."
2011,Measurable sectors,2.785136884659302e6,31926.392929,87.23619015944179,0.08723619015944178,1413.9923882631251,"BEA-BLS historical KLEMS research data through 2016, spliced to current BEA-BLS production account for 2017-2024; value added is in millions of 1982 dollars."
2011,Unmeasurable sectors,3.7614170061797313e6,125847.967407,29.88857971789945,0.02988857971789945,248.56368996504668,"BEA-BLS historical KLEMS research data through 2016, spliced to current BEA-BLS production account for 2017-2024; value added is in millions of 1982 dollars."
2011,Total economy,6.546553890839033e6,157774.360336,41.49314170501048,0.04149314170501048,467.67747295097536,"BEA-BLS historical KLEMS research data through 2016, spliced to current BEA-BLS production account for 2017-2024; value added is in millions of 1982 dollars."
2012,Measurable sectors,2.8350993814593004e6,32422.022643,87.4436309133664,0.0874436309133664,1417.354750220116,"BEA-BLS historical KLEMS research data through 2016, spliced to current BEA-BLS production account for 2017-2024; value added is in millions of 1982 dollars."
2012,Unmeasurable sectors,3.8344552652488546e6,127512.676147,30.0711692446043,0.0300711692446043,250.08216715382886,"BEA-BLS historical KLEMS research data through 2016, spliced to current BEA-BLS production account for 2017-2024; value added is in millions of 1982 dollars."
2012,Total economy,6.669554646708155e6,159934.69879,41.70173637845481,0.04170173637845481,470.0285851044255,"BEA-BLS historical KLEMS research data through 2016, spliced to current BEA-BLS production account for 2017-2024; value added is in millions of 1982 dollars."
2013,Measurable sectors,2.880024101244257e6,32905.540908,87.52398598450222,0.08752398598450221,1418.657208050252,"BEA-BLS historical KLEMS research data through 2016, spliced to current BEA-BLS production account for 2017-2024; value added is in millions of 1982 dollars."
2013,Unmeasurable sectors,3.9041040352329197e6,129184.64154,30.221115983234547,0.030221115983234546,251.32917571040602,"BEA-BLS historical KLEMS research data through 2016, spliced to current BEA-BLS production account for 2017-2024; value added is in millions of 1982 dollars."
2013,Total economy,6.784128136477176e6,162090.182448,41.85403479728691,0.04185403479728691,471.7451709479415,"BEA-BLS historical KLEMS research data through 2016, spliced to current BEA-BLS production account for 2017-2024; value added is in millions of 1982 dollars."
2014,Measurable sectors,2.9279377507659253e6,33617.10698,87.09666041482566,0.08709666041482567,1411.7307810509928,"BEA-BLS historical KLEMS research data through 2016, spliced to current BEA-BLS production account for 2017-2024; value added is in millions of 1982 dollars."
2014,Unmeasurable sectors,3.982129127228234e6,131630.729002,30.252275873726486,0.030252275873726486,251.58831205722092,"BEA-BLS historical KLEMS research data through 2016, spliced to current BEA-BLS production account for 2017-2024; value added is in millions of 1982 dollars."
2014,Total economy,6.910066877994159e6,165247.835982,41.81638347594975,0.04181638347594975,471.3207953983287,"BEA-BLS historical KLEMS research data through 2016, spliced to current BEA-BLS production account for 2017-2024; value added is in millions of 1982 dollars."
2015,Measurable sectors,2.949757955295658e6,33554.894807000004,87.90842505279733,0.08790842505279732,1424.8884970981428,"BEA-BLS historical KLEMS research data through 2016, spliced to current BEA-BLS production account for 2017-2024; value added is in millions of 1982 dollars."
2015,Unmeasurable sectors,4.060654059521797e6,134077.810302,30.285802329076564,0.030285802329076565,251.86712956986017,"BEA-BLS historical KLEMS research data through 2016, spliced to current BEA-BLS production account for 2017-2024; value added is in millions of 1982 dollars."
2015,Total economy,7.010412014817456e6,167632.705109,41.82007329810175,0.041820073298101744,471.3623841194709,"BEA-BLS historical KLEMS research data through 2016, spliced to current BEA-BLS production account for 2017-2024; value added is in millions of 1982 dollars."
2016,Measurable sectors,3.0133276712975386e6,33255.082641,90.61254497026641,0.09061254497026641,1468.7189873254624,"BEA-BLS historical KLEMS research data through 2016, spliced to current BEA-BLS production account for 2017-2024; value added is in millions of 1982 dollars."
2016,Unmeasurable sectors,4.1289986447134092e6,135406.188964,30.49342630720648,0.03049342630720648,253.59380185125627,"BEA-BLS historical KLEMS research data through 2016, spliced to current BEA-BLS production account for 2017-2024; value added is in millions of 1982 dollars."
2016,Total economy,7.142326316010948e6,168661.27160500002,42.34716273655328,0.04234716273655328,477.30331426996844,"BEA-BLS historical KLEMS research data through 2016, spliced to current BEA-BLS production account for 2017-2024; value added is in millions of 1982 dollars."
2017,Measurable sectors,3.1038254922431153e6,33288.429815103016,93.24036938608936,0.09324036938608936,196.5758229243979,"BEA-BLS historical KLEMS research data through 2016, spliced to current BEA-BLS production account for 2017-2024; value added is in millions of 1982 dollars."
2017,Unmeasurable sectors,4.216882268810633e6,138116.26827913363,30.531394464613637,0.030531394464613636,120.2669677632509,"BEA-BLS historical KLEMS research data through 2016, spliced to current BEA-BLS production account for 2017-2024; value added is in millions of 1982 dollars."
2017,Total economy,7.320707761053748e6,171404.69809423664,42.7100764590997,0.0427100764590997,133.99416505762343,"BEA-BLS historical KLEMS research data through 2016, spliced to current BEA-BLS production account for 2017-2024; value added is in millions of 1982 dollars."
2018,Measurable sectors,3.22933318697721e6,33609.721907106665,96.08330577392782,0.09608330577392782,202.56949887871517,"BEA-BLS historical KLEMS research data through 2016, spliced to current BEA-BLS production account for 2017-2024; value added is in millions of 1982 dollars."
2018,Unmeasurable sectors,4.331740246336188e6,142522.17723723798,30.39344704316233,0.03039344704316233,119.7235756784925,"BEA-BLS historical KLEMS research data through 2016, spliced to current BEA-BLS production account for 2017-2024; value added is in millions of 1982 dollars."
2018,Total economy,7.561073433313398e6,176131.89914434464,42.928472752780024,0.04292847275278002,134.6793389427931,"BEA-BLS historical KLEMS research data through 2016, spliced to current BEA-BLS production account for 2017-2024; value added is in millions of 1982 dollars."
2019,Measurable sectors,3.282897370635058e6,33982.19006459372,96.60640954555579,0.09660640954555579,203.67234258321434,"BEA-BLS historical KLEMS research data through 2016, spliced to current BEA-BLS production account for 2017-2024; value added is in millions of 1982 dollars."
2019,Unmeasurable sectors,4.462648415149693e6,145974.9410653181,30.571332192919552,0.03057133219291955,120.42428745227699,"BEA-BLS historical KLEMS research data through 2016, spliced to current BEA-BLS production account for 2017-2024; value added is in millions of 1982 dollars."
2019,Total economy,7.745545785784751e6,179957.1311299118,43.0410605967774,0.0430410605967774,135.032560369744,"BEA-BLS historical KLEMS research data through 2016, spliced to current BEA-BLS production account for 2017-2024; value added is in millions of 1982 dollars."
2020,Measurable sectors,3.184700565310132e6,30912.79123063353,103.02209663144885,0.10302209663144885,217.19833971126747,"BEA-BLS historical KLEMS research data through 2016, spliced to current BEA-BLS production account for 2017-2024; value added is in millions of 1982 dollars."
2020,Unmeasurable sectors,4.403411027260495e6,135544.16235338093,32.48691017603724,0.03248691017603724,127.9699878561882,"BEA-BLS historical KLEMS research data through 2016, spliced to current BEA-BLS production account for 2017-2024; value added is in millions of 1982 dollars."
2020,Total economy,7.588111592570627e6,166456.95358401447,45.58602947602751,0.04558602947602751,143.01688183073028,"BEA-BLS historical KLEMS research data through 2016, spliced to current BEA-BLS production account for 2017-2024; value added is in millions of 1982 dollars."
2021,Measurable sectors,3.384883498158392e6,31848.773760602362,106.27986884523534,0.10627986884523534,224.0666013670483,"BEA-BLS historical KLEMS research data through 2016, spliced to current BEA-BLS production account for 2017-2024; value added is in millions of 1982 dollars."
2021,Unmeasurable sectors,4.65902449216811e6,143930.6774158887,32.36991985180356,0.032369919851803555,127.50914838914285,"BEA-BLS historical KLEMS research data through 2016, spliced to current BEA-BLS production account for 2017-2024; value added is in millions of 1982 dollars."
2021,Total economy,8.043907990326501e6,175779.45117649107,45.761367079534395,0.0457613670795344,143.56696784632447,"BEA-BLS historical KLEMS research data through 2016, spliced to current BEA-BLS production account for 2017-2024; value added is in millions of 1982 dollars."
2022,Measurable sectors,3.3794694387105717e6,33545.25005112653,100.74360553461074,0.10074360553461073,212.39466652404298,"BEA-BLS historical KLEMS research data through 2016, spliced to current BEA-BLS production account for 2017-2024; value added is in millions of 1982 dollars."
2022,Unmeasurable sectors,4.838870150333522e6,152937.0963914728,31.639610431385954,0.03163961043138595,124.63236856749528,"BEA-BLS historical KLEMS research data through 2016, spliced to current BEA-BLS production account for 2017-2024; value added is in millions of 1982 dollars."
2022,Total economy,8.218339589044094e6,186482.34644259932,44.0703355884347,0.0440703355884347,138.26170099780833,"BEA-BLS historical KLEMS research data through 2016, spliced to current BEA-BLS production account for 2017-2024; value added is in millions of 1982 dollars."
2023,Measurable sectors,3.503802953409129e6,33648.395229980095,104.12986799106858,0.10412986799106858,219.53382023395423,"BEA-BLS historical KLEMS research data through 2016, spliced to current BEA-BLS production account for 2017-2024; value added is in millions of 1982 dollars."
2023,Unmeasurable sectors,4.98130702557171e6,156086.33781343466,31.913792682647973,0.031913792682647976,125.71240662510851,"BEA-BLS historical KLEMS research data through 2016, spliced to current BEA-BLS production account for 2017-2024; value added is in millions of 1982 dollars."
2023,Total economy,8.48510997898084e6,189734.73304341474,44.72091030923311,0.044720910309233114,140.30274666543804,"BEA-BLS historical KLEMS research data through 2016, spliced to current BEA-BLS production account for 2017-2024; value added is in millions of 1982 dollars."
2024,Measurable sectors,3.601923867810413e6,33466.04316959588,107.62921237975286,0.10762921237975286,226.9113811277028,"BEA-BLS historical KLEMS research data through 2016, spliced to current BEA-BLS production account for 2017-2024; value added is in millions of 1982 dollars."
2024,Unmeasurable sectors,5.126672063801878e6,157875.13399284708,32.472954632831254,0.03247295463283125,127.91501523229385,"BEA-BLS historical KLEMS research data through 2016, spliced to current BEA-BLS production account for 2017-2024; value added is in millions of 1982 dollars."
2024,Total economy,8.72859593161229e6,191341.17716244297,45.61796922678056,0.04561796922678056,143.11708629274762,"BEA-BLS historical KLEMS research data through 2016, spliced to current BEA-BLS production account for 2017-2024; value added is in millions of 1982 dollars."
