year,sector,sector_order,row_type,value_millions,share_of_national_income_percent,share_of_domestic_industries_percent,source_table,source_line,source_description,classification_note,source_note
1960,Transportation and warehousing,8,sector,19787.0,4.129173622704507,4.156164406580296,Table 6.1B,10 - 12 - 13,Transportation and public utilities less communications and electric/gas/sanitary services,Legacy transportation/public utilities adjusted by subtracting communications and electric/gas/sanitary services.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1960,Information,9,sector,10782.0,2.25,2.2647073650249534,Table 6.1B,12,Communications,Legacy communications mapped to Table 6D information.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1960,"Finance, insurance, real estate, rental, and leasing",10,sector,60686.0,12.664023372287145,12.746803112029708,Table 6.1B,16,"Finance, insurance, and real estate",Legacy finance/insurance/real estate mapped to Table 6D finance/insurance/real estate/rental/leasing.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1960,Professional and business services,11,service_detail,missing,missing,missing,Table 6.1B,,,Service detail is not available before Table 6.1D; kept missing by design.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1960,"Educational services, health care, and social assistance",12,service_detail,missing,missing,missing,Table 6.1B,,,Service detail is not available before Table 6.1D; kept missing by design.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1960,"Arts, entertainment, recreation, accommodation, and food services",13,service_detail,missing,missing,missing,Table 6.1B,,,Service detail is not available before Table 6.1D; kept missing by design.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1960,"Other services, except government",14,service_detail,missing,missing,missing,Table 6.1B,,,Service detail is not available before Table 6.1D; kept missing by design.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1960,Services,15,services_total,48732.0,10.169449081803005,10.23592277058023,Table 6.1B,17,Services,Legacy aggregate services mapped to total services.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1960,Government,16,sector,58737.0,12.257303839732888,12.337425013862983,Table 6.1B,18,Government,Direct legacy SIC mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1960,Rest of the world,17,sector,3112.0,0.6494156928213689,missing,Table 6.1B,19,Rest of the world,Direct mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1961,"Agriculture, forestry, fishing, and hunting",1,sector,17376.0,3.5061027899909805,3.531176205204908,Table 6.1B,4,"Agriculture, forestry, and fishing",Legacy SIC agriculture/forestry/fishing mapped to Table 6D agriculture/forestry/fishing/hunting.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1961,Mining,2,sector,6953.0,1.4029657400326478,1.4129988578953572,Table 6.1B,5,Mining,Direct legacy SIC mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1961,Utilities,3,sector,11366.0,2.2934141523387135,2.3098151903981923,Table 6.1B,13,"Electric, gas, and sanitary services","Legacy electric, gas, and sanitary services mapped to Table 6D utilities.","BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1961,Construction,4,sector,23645.0,4.77105205279332,4.805171579884326,Table 6.1B,6,Construction,Direct legacy SIC mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1961,Manufacturing,5,sector,136962.0,27.63598355908982,27.83361852079159,Table 6.1B,7,Manufacturing,Direct legacy SIC mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1961,Wholesale trade,6,sector,36498.0,7.3645107981751154,7.417177091250503,Table 6.1B,14,Wholesale trade,Direct legacy SIC mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1961,Retail trade,7,sector,48713.0,9.829234876198816,9.89952730686848,Table 6.1B,15,Retail trade,Direct legacy SIC mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1961,Transportation and warehousing,8,sector,19946.0,4.02467347198205,4.05345537459813,Table 6.1B,10 - 12 - 13,Transportation and public utilities less communications and electric/gas/sanitary services,Legacy transportation/public utilities adjusted by subtracting communications and electric/gas/sanitary services.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1961,Information,9,sector,11310.0,2.2821145577116706,2.298434788263554,Table 6.1B,12,Communications,Legacy communications mapped to Table 6D information.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1961,"Finance, insurance, real estate, rental, and leasing",10,sector,64268.0,12.967899062335425,13.060637221230953,Table 6.1B,16,"Finance, insurance, and real estate",Legacy finance/insurance/real estate mapped to Table 6D finance/insurance/real estate/rental/leasing.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1961,Professional and business services,11,service_detail,missing,missing,missing,Table 6.1B,,,Service detail is not available before Table 6.1D; kept missing by design.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1961,"Educational services, health care, and social assistance",12,service_detail,missing,missing,missing,Table 6.1B,,,Service detail is not available before Table 6.1D; kept missing by design.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1961,"Arts, entertainment, recreation, accommodation, and food services",13,service_detail,missing,missing,missing,Table 6.1B,,,Service detail is not available before Table 6.1D; kept missing by design.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1961,"Other services, except government",14,service_detail,missing,missing,missing,Table 6.1B,,,Service detail is not available before Table 6.1D; kept missing by design.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1961,Services,15,services_total,52426.0,10.578438355666847,10.654088612688335,Table 6.1B,17,Services,Legacy aggregate services mapped to total services.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1961,Government,16,sector,62611.0,12.633552128460249,12.723899250925674,Table 6.1B,18,Government,Direct legacy SIC mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1961,Rest of the world,17,sector,3519.0,0.7100584552243474,missing,Table 6.1B,19,Rest of the world,Direct mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1962,"Agriculture, forestry, fishing, and hunting",1,sector,17641.0,3.3265511239673473,3.352451103357582,Table 6.1B,4,"Agriculture, forestry, and fishing",Legacy SIC agriculture/forestry/fishing mapped to Table 6D agriculture/forestry/fishing/hunting.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1962,Mining,2,sector,6860.0,1.2935854379239273,1.3036570811764079,Table 6.1B,5,Mining,Direct legacy SIC mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1962,Utilities,3,sector,11919.0,2.247557556066369,2.2650566691751615,Table 6.1B,13,"Electric, gas, and sanitary services","Legacy electric, gas, and sanitary services mapped to Table 6D utilities.","BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1962,Construction,4,sector,25392.0,4.78815181337673,4.825431575106611,Table 6.1B,6,Construction,Direct legacy SIC mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1962,Manufacturing,5,sector,149080.0,28.111912111617944,28.330786831163106,Table 6.1B,7,Manufacturing,Direct legacy SIC mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1962,Wholesale trade,6,sector,38854.0,7.326671808323072,7.383716068808769,Table 6.1B,14,Wholesale trade,Direct legacy SIC mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1962,Retail trade,7,sector,52165.0,9.836717838090623,9.913304903727015,Table 6.1B,15,Retail trade,Direct legacy SIC mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1962,Transportation and warehousing,8,sector,20873.0,3.936007120376988,3.966652223818537,Table 6.1B,10 - 12 - 13,Transportation and public utilities less communications and electric/gas/sanitary services,Legacy transportation/public utilities adjusted by subtracting communications and electric/gas/sanitary services.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1962,Information,9,sector,12048.0,2.271882996517125,2.28957150350049,Table 6.1B,12,Communications,Legacy communications mapped to Table 6D information.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1962,"Finance, insurance, real estate, rental, and leasing",10,sector,68297.0,12.87871787957587,12.978989456720866,Table 6.1B,16,"Finance, insurance, and real estate",Legacy finance/insurance/real estate mapped to Table 6D finance/insurance/real estate/rental/leasing.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1962,Professional and business services,11,service_detail,missing,missing,missing,Table 6.1B,,,Service detail is not available before Table 6.1D; kept missing by design.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1962,"Educational services, health care, and social assistance",12,service_detail,missing,missing,missing,Table 6.1B,,,Service detail is not available before Table 6.1D; kept missing by design.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1962,"Arts, entertainment, recreation, accommodation, and food services",13,service_detail,missing,missing,missing,Table 6.1B,,,Service detail is not available before Table 6.1D; kept missing by design.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1962,"Other services, except government",14,service_detail,missing,missing,missing,Table 6.1B,,,Service detail is not available before Table 6.1D; kept missing by design.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1962,Services,15,services_total,56230.0,10.603252066248169,10.685807241187963,Table 6.1B,17,Services,Legacy aggregate services mapped to total services.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1962,Government,16,sector,66854.0,12.606612371277878,12.704765379732883,Table 6.1B,18,Government,Direct legacy SIC mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1962,Rest of the world,17,sector,4097.0,0.7725684459437799,missing,Table 6.1B,19,Rest of the world,Direct mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1963,"Agriculture, forestry, fishing, and hunting",1,sector,17595.0,3.1398616997546287,3.165143308406743,Table 6.1B,4,"Agriculture, forestry, and fishing",Legacy SIC agriculture/forestry/fishing mapped to Table 6D agriculture/forestry/fishing/hunting.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1963,Mining,2,sector,7262.0,1.2959179121124247,1.3063524129383215,Table 6.1B,5,Mining,Direct legacy SIC mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1963,Utilities,3,sector,12581.0,2.2451037251840287,2.2631809015666513,Table 6.1B,13,"Electric, gas, and sanitary services","Legacy electric, gas, and sanitary services mapped to Table 6D utilities.","BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1963,Construction,4,sector,27134.0,4.842114655364711,4.881102502432996,Table 6.1B,6,Construction,Direct legacy SIC mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1963,Manufacturing,5,sector,157467.0,28.100289984385455,28.326548527700176,Table 6.1B,7,Manufacturing,Direct legacy SIC mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1963,Wholesale trade,6,sector,40635.0,7.251394155699309,7.309781093328104,Table 6.1B,14,Wholesale trade,Direct legacy SIC mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1963,Retail trade,7,sector,54624.0,9.747758197635513,9.826245415084395,Table 6.1B,15,Retail trade,Direct legacy SIC mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1963,Transportation and warehousing,8,sector,21750.0,3.8813294668748606,3.912581242276025,Table 6.1B,10 - 12 - 13,Transportation and public utilities less communications and electric/gas/sanitary services,Legacy transportation/public utilities adjusted by subtracting communications and electric/gas/sanitary services.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1963,Information,9,sector,12849.0,2.292928842293107,2.311391098023202,Table 6.1B,12,Communications,Legacy communications mapped to Table 6D information.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1963,"Finance, insurance, real estate, rental, and leasing",10,sector,72148.0,12.874949810394824,12.978616619206006,Table 6.1B,16,"Finance, insurance, and real estate",Legacy finance/insurance/real estate mapped to Table 6D finance/insurance/real estate/rental/leasing.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1963,Professional and business services,11,service_detail,missing,missing,missing,Table 6.1B,,,Service detail is not available before Table 6.1D; kept missing by design.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1963,"Educational services, health care, and social assistance",12,service_detail,missing,missing,missing,Table 6.1B,,,Service detail is not available before Table 6.1D; kept missing by design.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1963,"Arts, entertainment, recreation, accommodation, and food services",13,service_detail,missing,missing,missing,Table 6.1B,,,Service detail is not available before Table 6.1D; kept missing by design.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1963,"Other services, except government",14,service_detail,missing,missing,missing,Table 6.1B,,,Service detail is not available before Table 6.1D; kept missing by design.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1963,Services,15,services_total,60114.0,10.72745929065358,10.813834887272687,Table 6.1B,17,Services,Legacy aggregate services mapped to total services.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1963,Government,16,sector,71741.0,12.802319875083649,12.90540188055744,Table 6.1B,18,Government,Direct legacy SIC mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1963,Rest of the world,17,sector,4476.0,0.7987508364934196,missing,Table 6.1B,19,Rest of the world,Direct mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1964,"Agriculture, forestry, fishing, and hunting",1,sector,16535.0,2.7500078999319775,2.7726959458439744,Table 6.1B,4,"Agriculture, forestry, and fishing",Legacy SIC agriculture/forestry/fishing mapped to Table 6D agriculture/forestry/fishing/hunting.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1964,Mining,2,sector,7503.0,1.2478566237187558,1.2581516590061894,Table 6.1B,5,Mining,Direct legacy SIC mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1964,Utilities,3,sector,13423.0,2.2324376196423907,2.250855620263905,Table 6.1B,13,"Electric, gas, and sanitary services","Legacy electric, gas, and sanitary services mapped to Table 6D utilities.","BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1964,Construction,4,sector,29736.0,4.945523732227232,4.986325167560715,Table 6.1B,6,Construction,Direct legacy SIC mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1964,Manufacturing,5,sector,168868.0,28.08517290872169,28.31688049487634,Table 6.1B,7,Manufacturing,Direct legacy SIC mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1964,Wholesale trade,6,sector,43506.0,7.235672433894201,7.295367996364557,Table 6.1B,14,Wholesale trade,Direct legacy SIC mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1964,Retail trade,7,sector,59982.0,9.975867786738426,10.058170439891942,Table 6.1B,15,Retail trade,Direct legacy SIC mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1964,Transportation and warehousing,8,sector,23036.0,3.8312175375163613,3.8628257519480975,Table 6.1B,10 - 12 - 13,Transportation and public utilities less communications and electric/gas/sanitary services,Legacy transportation/public utilities adjusted by subtracting communications and electric/gas/sanitary services.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1964,Information,9,sector,13681.0,2.2753467238566305,2.2941187320889878,Table 6.1B,12,Communications,Legacy communications mapped to Table 6D information.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1964,"Finance, insurance, real estate, rental, and leasing",10,sector,77141.0,12.829655845700191,12.935502749219838,Table 6.1B,16,"Finance, insurance, and real estate",Legacy finance/insurance/real estate mapped to Table 6D finance/insurance/real estate/rental/leasing.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1964,Professional and business services,11,service_detail,missing,missing,missing,Table 6.1B,,,Service detail is not available before Table 6.1D; kept missing by design.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1964,"Educational services, health care, and social assistance",12,service_detail,missing,missing,missing,Table 6.1B,,,Service detail is not available before Table 6.1D; kept missing by design.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1964,"Arts, entertainment, recreation, accommodation, and food services",13,service_detail,missing,missing,missing,Table 6.1B,,,Service detail is not available before Table 6.1D; kept missing by design.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1964,"Other services, except government",14,service_detail,missing,missing,missing,Table 6.1B,,,Service detail is not available before Table 6.1D; kept missing by design.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1964,Services,15,services_total,65464.0,10.887603094112306,10.977427722934983,Table 6.1B,17,Services,Legacy aggregate services mapped to total services.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1964,Government,16,sector,77476.0,12.885371155435735,12.99167772000047,Table 6.1B,18,Government,Direct legacy SIC mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1964,Rest of the world,17,sector,4920.0,0.8182666385041022,missing,Table 6.1B,19,Rest of the world,Direct mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1965,"Agriculture, forestry, fishing, and hunting",1,sector,19078.0,2.922769813876033,2.9466049482822796,Table 6.1B,4,"Agriculture, forestry, and fishing",Legacy SIC agriculture/forestry/fishing mapped to Table 6D agriculture/forestry/fishing/hunting.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1965,Mining,2,sector,7550.0,1.1566679995158846,1.1661006059089638,Table 6.1B,5,Mining,Direct legacy SIC mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1965,Utilities,3,sector,13892.0,2.128269119109228,2.1456251148724936,Table 6.1B,13,"Electric, gas, and sanitary services","Legacy electric, gas, and sanitary services mapped to Table 6D utilities.","BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1965,Construction,4,sector,32609.0,4.995733350491852,5.036473464647073,Table 6.1B,6,Construction,Direct legacy SIC mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1965,Manufacturing,5,sector,186648.0,28.59467136074713,28.82786038300613,Table 6.1B,7,Manufacturing,Direct legacy SIC mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1965,Wholesale trade,6,sector,46759.0,7.16352834296202,7.2219467856552635,Table 6.1B,14,Wholesale trade,Direct legacy SIC mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1965,Retail trade,7,sector,64255.0,9.843934080648102,9.924211183136487,Table 6.1B,15,Retail trade,Direct legacy SIC mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1965,Transportation and warehousing,8,sector,24902.0,3.8150127846284185,3.846124144151658,Table 6.1B,10 - 12 - 13,Transportation and public utilities less communications and electric/gas/sanitary services,Legacy transportation/public utilities adjusted by subtracting communications and electric/gas/sanitary services.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1965,Information,9,sector,14768.0,2.2624732472649782,2.280923675240209,Table 6.1B,12,Communications,Legacy communications mapped to Table 6D information.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1965,"Finance, insurance, real estate, rental, and leasing",10,sector,82601.0,12.654560718941932,12.757758430289579,Table 6.1B,16,"Finance, insurance, and real estate",Legacy finance/insurance/real estate mapped to Table 6D finance/insurance/real estate/rental/leasing.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1965,Professional and business services,11,service_detail,missing,missing,missing,Table 6.1B,,,Service detail is not available before Table 6.1D; kept missing by design.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1965,"Educational services, health care, and social assistance",12,service_detail,missing,missing,missing,Table 6.1B,,,Service detail is not available before Table 6.1D; kept missing by design.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1965,"Arts, entertainment, recreation, accommodation, and food services",13,service_detail,missing,missing,missing,Table 6.1B,,,Service detail is not available before Table 6.1D; kept missing by design.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1965,"Other services, except government",14,service_detail,missing,missing,missing,Table 6.1B,,,Service detail is not available before Table 6.1D; kept missing by design.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1965,Services,15,services_total,71015.0,10.879573243128549,10.968295964056301,Table 6.1B,17,Services,Legacy aggregate services mapped to total services.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1965,Government,16,sector,83379.0,12.773751143262906,12.877920850342186,Table 6.1B,18,Government,Direct legacy SIC mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1965,Rest of the world,17,sector,5280.0,0.8089015943634266,missing,Table 6.1B,19,Rest of the world,Direct mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1966,"Agriculture, forestry, fishing, and hunting",1,sector,19894.0,2.7946270786917764,2.814677523185648,Table 6.1B,4,"Agriculture, forestry, and fishing",Legacy SIC agriculture/forestry/fishing mapped to Table 6D agriculture/forestry/fishing/hunting.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1966,Mining,2,sector,7831.0,1.100066585565261,1.1079591677926415,Table 6.1B,5,Mining,Direct legacy SIC mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1966,Utilities,3,sector,14801.0,2.079183441827535,2.0941008354614845,Table 6.1B,13,"Electric, gas, and sanitary services","Legacy electric, gas, and sanitary services mapped to Table 6D utilities.","BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1966,Construction,4,sector,35581.0,4.9982721467242435,5.03413295227046,Table 6.1B,6,Construction,Direct legacy SIC mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1966,Manufacturing,5,sector,205469.0,28.863437781829727,29.07052257019362,Table 6.1B,7,Manufacturing,Direct legacy SIC mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1966,Wholesale trade,6,sector,50773.0,7.1323816560981985,7.183553930064587,Table 6.1B,14,Wholesale trade,Direct legacy SIC mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1966,Retail trade,7,sector,68697.0,9.650271258916707,9.719508485487305,Table 6.1B,15,Retail trade,Direct legacy SIC mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1966,Transportation and warehousing,8,sector,26869.0,3.7744463143344396,3.801526609554397,Table 6.1B,10 - 12 - 13,Transportation and public utilities less communications and electric/gas/sanitary services,Legacy transportation/public utilities adjusted by subtracting communications and electric/gas/sanitary services.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1966,Information,9,sector,16188.0,2.274023481947445,2.2903387828153847,Table 6.1B,12,Communications,Legacy communications mapped to Table 6D information.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1966,"Finance, insurance, real estate, rental, and leasing",10,sector,88567.0,12.441526916582616,12.530790398913405,Table 6.1B,16,"Finance, insurance, and real estate",Legacy finance/insurance/real estate mapped to Table 6D finance/insurance/real estate/rental/leasing.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1966,Professional and business services,11,service_detail,missing,missing,missing,Table 6.1B,,,Service detail is not available before Table 6.1D; kept missing by design.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1966,"Educational services, health care, and social assistance",12,service_detail,missing,missing,missing,Table 6.1B,,,Service detail is not available before Table 6.1D; kept missing by design.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1966,"Arts, entertainment, recreation, accommodation, and food services",13,service_detail,missing,missing,missing,Table 6.1B,,,Service detail is not available before Table 6.1D; kept missing by design.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1966,"Other services, except government",14,service_detail,missing,missing,missing,Table 6.1B,,,Service detail is not available before Table 6.1D; kept missing by design.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
