year,sector,sector_order,row_type,value_millions,share_of_national_income_percent,share_of_domestic_industries_percent,source_table,source_line,source_description,classification_note,source_note
1991,"Agriculture, forestry, fishing, and hunting",1,sector,77683.0,1.5097824018800807,1.519108782213816,Table 6.1C,4,"Agriculture, forestry, and fishing",Legacy SIC agriculture/forestry/fishing mapped to Table 6D agriculture/forestry/fishing/hunting.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1991,Mining,2,sector,55272.0,1.0742207808235498,1.0808565659220426,Table 6.1C,5,Mining,Direct legacy SIC mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1991,Utilities,3,sector,124251.0,2.414839452853287,2.429756643008752,Table 6.1C,13,"Electric, gas, and sanitary services","Legacy electric, gas, and sanitary services mapped to Table 6D utilities.","BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1991,Construction,4,sector,217910.0,4.235118149320809,4.261279748879583,Table 6.1C,6,Construction,Direct legacy SIC mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1991,Manufacturing,5,sector,907280.0,17.633142097727426,17.74206732395699,Table 6.1C,7,Manufacturing,Direct legacy SIC mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1991,Wholesale trade,6,sector,363985.0,7.074110777754736,7.117809689302625,Table 6.1C,14,Wholesale trade,Direct legacy SIC mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1991,Retail trade,7,sector,486545.0,9.456085356162145,9.514498441643875,Table 6.1C,15,Retail trade,Direct legacy SIC mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1991,Transportation and warehousing,8,sector,155077.0,3.0139480392924742,3.0325661035152085,Table 6.1C,10 - 12 - 13,Transportation and public utilities less communications and electric/gas/sanitary services,Legacy transportation/public utilities adjusted by subtracting communications and electric/gas/sanitary services.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1991,Information,9,sector,119994.0,2.33210392918912,2.3465100371119116,Table 6.1C,12,Communications,Legacy communications mapped to Table 6D information.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1991,"Finance, insurance, real estate, rental, and leasing",10,sector,835496.0,16.238007770570135,16.338314832132056,Table 6.1C,16,"Finance, insurance, and real estate",Legacy finance/insurance/real estate mapped to Table 6D finance/insurance/real estate/rental/leasing.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1991,Professional and business services,11,service_detail,missing,missing,missing,Table 6.1C,,,Service detail is not available before Table 6.1D; kept missing by design.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1991,"Educational services, health care, and social assistance",12,service_detail,missing,missing,missing,Table 6.1C,,,Service detail is not available before Table 6.1D; kept missing by design.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1991,"Arts, entertainment, recreation, accommodation, and food services",13,service_detail,missing,missing,missing,Table 6.1C,,,Service detail is not available before Table 6.1D; kept missing by design.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1991,"Other services, except government",14,service_detail,missing,missing,missing,Table 6.1C,,,Service detail is not available before Table 6.1D; kept missing by design.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1991,Services,15,services_total,1.05403e6,20.48525346670007,20.611797043327737,Table 6.1C,17,Services,Legacy aggregate services mapped to total services.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1991,Government,16,sector,716197.0,13.919411285343102,14.00539567852926,Table 6.1C,18,Government,Direct legacy SIC mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1991,Rest of the world,17,sector,31589.0,0.613937622040728,missing,Table 6.1C,19,Rest of the world,Direct mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1992,"Agriculture, forestry, fishing, and hunting",1,sector,85498.0,1.5672068860465467,1.5761853652097704,Table 6.1C,4,"Agriculture, forestry, and fishing",Legacy SIC agriculture/forestry/fishing mapped to Table 6D agriculture/forestry/fishing/hunting.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1992,Mining,2,sector,54680.0,1.002302656541968,1.0080448170678875,Table 6.1C,5,Mining,Direct legacy SIC mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1992,Utilities,3,sector,127987.0,2.346044442261098,2.3594848573896803,Table 6.1C,13,"Electric, gas, and sanitary services","Legacy electric, gas, and sanitary services mapped to Table 6D utilities.","BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1992,Construction,4,sector,220091.0,4.03434151391694,4.0574541300894005,Table 6.1C,6,Construction,Direct legacy SIC mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1992,Manufacturing,5,sector,924031.0,16.937796745192596,17.034832852232206,Table 6.1C,7,Manufacturing,Direct legacy SIC mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1992,Wholesale trade,6,sector,381053.0,6.984828715861128,7.02484458080047,Table 6.1C,14,Wholesale trade,Direct legacy SIC mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1992,Retail trade,7,sector,500601.0,9.176183470511441,9.228753538204124,Table 6.1C,15,Retail trade,Direct legacy SIC mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1992,Transportation and warehousing,8,sector,161843.0,2.966636226092204,2.983631992112621,Table 6.1C,10 - 12 - 13,Transportation and public utilities less communications and electric/gas/sanitary services,Legacy transportation/public utilities adjusted by subtracting communications and electric/gas/sanitary services.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1992,Information,9,sector,125716.0,2.3044162540203006,2.3176181825622995,Table 6.1C,12,Communications,Legacy communications mapped to Table 6D information.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1992,"Finance, insurance, real estate, rental, and leasing",10,sector,942836.0,17.282498673800344,17.381509567392442,Table 6.1C,16,"Finance, insurance, and real estate",Legacy finance/insurance/real estate mapped to Table 6D finance/insurance/real estate/rental/leasing.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1992,Professional and business services,11,service_detail,missing,missing,missing,Table 6.1C,,,Service detail is not available before Table 6.1D; kept missing by design.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1992,"Educational services, health care, and social assistance",12,service_detail,missing,missing,missing,Table 6.1C,,,Service detail is not available before Table 6.1D; kept missing by design.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1992,"Arts, entertainment, recreation, accommodation, and food services",13,service_detail,missing,missing,missing,Table 6.1C,,,Service detail is not available before Table 6.1D; kept missing by design.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1992,"Other services, except government",14,service_detail,missing,missing,missing,Table 6.1C,,,Service detail is not available before Table 6.1D; kept missing by design.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1992,Services,15,services_total,1.138842e6,20.875354096224722,20.99494834599903,Table 6.1C,17,Services,Legacy aggregate services mapped to total services.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1992,Government,16,sector,761185.0,13.952775194219052,14.032710206287854,Table 6.1C,18,Government,Direct legacy SIC mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1992,Rest of the world,17,sector,31076.0,0.5696334556455412,missing,Table 6.1C,19,Rest of the world,Direct mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1993,"Agriculture, forestry, fishing, and hunting",1,sector,79303.0,1.3897999552406708,1.3974308685558936,Table 6.1C,4,"Agriculture, forestry, and fishing",Legacy SIC agriculture/forestry/fishing mapped to Table 6D agriculture/forestry/fishing/hunting.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1993,Mining,2,sector,54776.0,0.959959678048283,0.9652304863122155,Table 6.1C,5,Mining,Direct legacy SIC mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1993,Utilities,3,sector,131006.0,2.295904731677986,2.3085107545242094,Table 6.1C,13,"Electric, gas, and sanitary services","Legacy electric, gas, and sanitary services mapped to Table 6D utilities.","BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1993,Construction,4,sector,233642.0,4.094619890071508,4.117102038903145,Table 6.1C,6,Construction,Direct legacy SIC mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1993,Manufacturing,5,sector,952040.0,16.684679638693723,16.77628947328541,Table 6.1C,7,Manufacturing,Direct legacy SIC mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1993,Wholesale trade,6,sector,390511.0,6.843778549625986,6.881355382654257,Table 6.1C,14,Wholesale trade,Direct legacy SIC mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1993,Retail trade,7,sector,534674.0,9.370262175054544,9.421711060290958,Table 6.1C,15,Retail trade,Direct legacy SIC mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1993,Transportation and warehousing,8,sector,173238.0,3.036028455997671,3.0526982435328534,Table 6.1C,10 - 12 - 13,Transportation and public utilities less communications and electric/gas/sanitary services,Legacy transportation/public utilities adjusted by subtracting communications and electric/gas/sanitary services.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1993,Information,9,sector,134924.0,2.364568416842897,2.3775514483567504,Table 6.1C,12,Communications,Legacy communications mapped to Table 6D information.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1993,"Finance, insurance, real estate, rental, and leasing",10,sector,1.002621e6,17.57112115460142,17.667598134526795,Table 6.1C,16,"Finance, insurance, and real estate",Legacy finance/insurance/real estate mapped to Table 6D finance/insurance/real estate/rental/leasing.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1993,Professional and business services,11,service_detail,missing,missing,missing,Table 6.1C,,,Service detail is not available before Table 6.1D; kept missing by design.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1993,"Educational services, health care, and social assistance",12,service_detail,missing,missing,missing,Table 6.1C,,,Service detail is not available before Table 6.1D; kept missing by design.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1993,"Arts, entertainment, recreation, accommodation, and food services",13,service_detail,missing,missing,missing,Table 6.1C,,,Service detail is not available before Table 6.1D; kept missing by design.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1993,"Other services, except government",14,service_detail,missing,missing,missing,Table 6.1C,,,Service detail is not available before Table 6.1D; kept missing by design.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1993,Services,15,services_total,1.204361e6,21.10665250865175,21.222541874643387,Table 6.1C,17,Services,Legacy aggregate services mapped to total services.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1993,Government,16,sector,783818.0,13.736557523887269,13.811980234414126,Table 6.1C,18,Government,Direct legacy SIC mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1993,Rest of the world,17,sector,31159.0,0.5460673216062956,missing,Table 6.1C,19,Rest of the world,Direct mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1994,"Agriculture, forestry, fishing, and hunting",1,sector,89754.0,1.475552621204464,1.4811448351522136,Table 6.1C,4,"Agriculture, forestry, and fishing",Legacy SIC agriculture/forestry/fishing mapped to Table 6D agriculture/forestry/fishing/hunting.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1994,Mining,2,sector,57810.0,0.9503943783210784,0.953996288969288,Table 6.1C,5,Mining,Direct legacy SIC mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1994,Utilities,3,sector,140215.0,2.3051296965281094,2.313865934229869,Table 6.1C,13,"Electric, gas, and sanitary services","Legacy electric, gas, and sanitary services mapped to Table 6D utilities.","BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1994,Construction,4,sector,260257.0,4.278615978528091,4.29483155471856,Table 6.1C,6,Construction,Direct legacy SIC mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1994,Manufacturing,5,sector,1.025783e6,16.863836647246686,16.927749096830706,Table 6.1C,7,Manufacturing,Direct legacy SIC mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1994,Wholesale trade,6,sector,427750.0,7.032195041114709,7.058846438446859,Table 6.1C,14,Wholesale trade,Direct legacy SIC mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1994,Retail trade,7,sector,577764.0,9.498419954961072,9.534418126622585,Table 6.1C,15,Retail trade,Direct legacy SIC mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1994,Transportation and warehousing,8,sector,187739.0,3.086422594561857,3.0981198632555813,Table 6.1C,10 - 12 - 13,Transportation and public utilities less communications and electric/gas/sanitary services,Legacy transportation/public utilities adjusted by subtracting communications and electric/gas/sanitary services.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1994,Information,9,sector,144104.0,2.3690647205255266,2.37804326631431,Table 6.1C,12,Communications,Legacy communications mapped to Table 6D information.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1994,"Finance, insurance, real estate, rental, and leasing",10,sector,1.056195e6,17.363808863705785,17.42961616377646,Table 6.1C,16,"Finance, insurance, and real estate",Legacy finance/insurance/real estate mapped to Table 6D finance/insurance/real estate/rental/leasing.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1994,Professional and business services,11,service_detail,missing,missing,missing,Table 6.1C,,,Service detail is not available before Table 6.1D; kept missing by design.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1994,"Educational services, health care, and social assistance",12,service_detail,missing,missing,missing,Table 6.1C,,,Service detail is not available before Table 6.1D; kept missing by design.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1994,"Arts, entertainment, recreation, accommodation, and food services",13,service_detail,missing,missing,missing,Table 6.1C,,,Service detail is not available before Table 6.1D; kept missing by design.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1994,"Other services, except government",14,service_detail,missing,missing,missing,Table 6.1C,,,Service detail is not available before Table 6.1D; kept missing by design.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1994,Services,15,services_total,1.280579e6,21.052673976751915,21.13246174938595,Table 6.1C,17,Services,Legacy aggregate services mapped to total services.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1994,Government,16,sector,811822.0,13.346325289696845,13.396906682297617,Table 6.1C,18,Government,Direct legacy SIC mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1994,Rest of the world,17,sector,22966.0,0.37756023685386414,missing,Table 6.1C,19,Rest of the world,Direct mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1995,"Agriculture, forestry, fishing, and hunting",1,sector,80481.0,1.2541654355802063,1.259651718766214,Table 6.1C,4,"Agriculture, forestry, and fishing",Legacy SIC agriculture/forestry/fishing mapped to Table 6D agriculture/forestry/fishing/hunting.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1995,Mining,2,sector,57591.0,0.897462029553555,0.9013879317536441,Table 6.1C,5,Mining,Direct legacy SIC mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1995,Utilities,3,sector,146021.0,2.2754996964358956,2.285453754624835,Table 6.1C,13,"Electric, gas, and sanitary services","Legacy electric, gas, and sanitary services mapped to Table 6D utilities.","BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1995,Construction,4,sector,279324.0,4.3528100561375425,4.371851203298343,Table 6.1C,6,Construction,Direct legacy SIC mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1995,Manufacturing,5,sector,1.083894e6,16.890724402439982,16.9646120209787,Table 6.1C,7,Manufacturing,Direct legacy SIC mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1995,Wholesale trade,6,sector,444998.0,6.934569780473909,6.964904704806448,Table 6.1C,14,Wholesale trade,Direct legacy SIC mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1995,Retail trade,7,sector,608357.0,9.480253996511818,9.521724887531935,Table 6.1C,15,Retail trade,Direct legacy SIC mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1995,Transportation and warehousing,8,sector,195337.0,3.044009315116994,3.0573251797149132,Table 6.1C,10 - 12 - 13,Transportation and public utilities less communications and electric/gas/sanitary services,Legacy transportation/public utilities adjusted by subtracting communications and electric/gas/sanitary services.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1995,Information,9,sector,146631.0,2.285005553914107,2.2950011949952005,Table 6.1C,12,Communications,Legacy communications mapped to Table 6D information.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1995,"Finance, insurance, real estate, rental, and leasing",10,sector,1.135942e6,17.701807795925134,17.779243457694744,Table 6.1C,16,"Finance, insurance, and real estate",Legacy finance/insurance/real estate mapped to Table 6D finance/insurance/real estate/rental/leasing.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1995,Professional and business services,11,service_detail,missing,missing,missing,Table 6.1C,,,Service detail is not available before Table 6.1D; kept missing by design.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1995,"Educational services, health care, and social assistance",12,service_detail,missing,missing,missing,Table 6.1C,,,Service detail is not available before Table 6.1D; kept missing by design.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1995,"Arts, entertainment, recreation, accommodation, and food services",13,service_detail,missing,missing,missing,Table 6.1C,,,Service detail is not available before Table 6.1D; kept missing by design.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1995,"Other services, except government",14,service_detail,missing,missing,missing,Table 6.1C,,,Service detail is not available before Table 6.1D; kept missing by design.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1995,Services,15,services_total,1.37435e6,21.417008565868425,21.51069618526542,Table 6.1C,17,Services,Legacy aggregate services mapped to total services.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1995,Government,16,sector,836220.0,13.031128099065372,13.088132109028013,Table 6.1C,18,Government,Direct legacy SIC mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1995,Rest of the world,17,sector,27949.0,0.4355396896041449,missing,Table 6.1C,19,Rest of the world,Direct mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1996,"Agriculture, forestry, fishing, and hunting",1,sector,99020.0,1.451517951797056,1.458115120412301,Table 6.1C,4,"Agriculture, forestry, and fishing",Legacy SIC agriculture/forestry/fishing mapped to Table 6D agriculture/forestry/fishing/hunting.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1996,Mining,2,sector,69027.0,1.0118554802938335,1.0164543770622088,Table 6.1C,5,Mining,Direct legacy SIC mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1996,Utilities,3,sector,149401.0,2.1900447739490203,2.1999985569048497,Table 6.1C,13,"Electric, gas, and sanitary services","Legacy electric, gas, and sanitary services mapped to Table 6D utilities.","BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1996,Construction,4,sector,305976.0,4.485252038164573,4.505637569009031,Table 6.1C,6,Construction,Direct legacy SIC mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1996,Manufacturing,5,sector,1.113989e6,16.329782181422445,16.404001261088457,Table 6.1C,7,Manufacturing,Direct legacy SIC mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1996,Wholesale trade,6,sector,477217.0,6.995445792796765,7.027240188020572,Table 6.1C,14,Wholesale trade,Direct legacy SIC mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1996,Retail trade,7,sector,648271.0,9.502898345076039,9.54608914587763,Table 6.1C,15,Retail trade,Direct legacy SIC mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1996,Transportation and warehousing,8,sector,204229.0,2.993759440290456,3.007366117215551,Table 6.1C,10 - 12 - 13,Transportation and public utilities less communications and electric/gas/sanitary services,Legacy transportation/public utilities adjusted by subtracting communications and electric/gas/sanitary services.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1996,Information,9,sector,152971.0,2.242376818868385,2.2525684516722895,Table 6.1C,12,Communications,Legacy communications mapped to Table 6D information.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1996,"Finance, insurance, real estate, rental, and leasing",10,sector,1.227981e6,18.000772227486372,18.082585979388185,Table 6.1C,16,"Finance, insurance, and real estate",Legacy finance/insurance/real estate mapped to Table 6D finance/insurance/real estate/rental/leasing.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1996,Professional and business services,11,service_detail,missing,missing,missing,Table 6.1C,,,Service detail is not available before Table 6.1D; kept missing by design.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1996,"Educational services, health care, and social assistance",12,service_detail,missing,missing,missing,Table 6.1C,,,Service detail is not available before Table 6.1D; kept missing by design.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1996,"Arts, entertainment, recreation, accommodation, and food services",13,service_detail,missing,missing,missing,Table 6.1C,,,Service detail is not available before Table 6.1D; kept missing by design.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1996,"Other services, except government",14,service_detail,missing,missing,missing,Table 6.1C,,,Service detail is not available before Table 6.1D; kept missing by design.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1996,Services,15,services_total,1.482851e6,21.73686978731788,21.83566415288327,Table 6.1C,17,Services,Legacy aggregate services mapped to total services.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1996,Government,16,sector,860026.0,12.606980185944405,12.66427908046566,Table 6.1C,18,Government,Direct legacy SIC mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1996,Rest of the world,17,sector,30865.0,0.4524449765927705,missing,Table 6.1C,19,Rest of the world,Direct mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1997,"Agriculture, forestry, fishing, and hunting",1,sector,97723.0,1.3419582953807814,1.3462658319486958,Table 6.1C,4,"Agriculture, forestry, and fishing",Legacy SIC agriculture/forestry/fishing mapped to Table 6D agriculture/forestry/fishing/hunting.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1997,Mining,2,sector,78466.0,1.0775160361977056,1.0809747425855363,Table 6.1C,5,Mining,Direct legacy SIC mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1997,Utilities,3,sector,147752.0,2.0289698644034795,2.035482631541026,Table 6.1C,13,"Electric, gas, and sanitary services","Legacy electric, gas, and sanitary services mapped to Table 6D utilities.","BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1997,Construction,4,sector,331681.0,4.554731939975164,4.569352121880984,Table 6.1C,6,Construction,Direct legacy SIC mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1997,Manufacturing,5,sector,1.180479e6,16.210652421362518,16.26268680896989,Table 6.1C,7,Manufacturing,Direct legacy SIC mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1997,Wholesale trade,6,sector,515632.0,7.080796125413496,7.103524691826591,Table 6.1C,14,Wholesale trade,Direct legacy SIC mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
1997,Retail trade,7,sector,697347.0,9.576154962587125,9.606893352761654,Table 6.1C,15,Retail trade,Direct legacy SIC mapping.,"BEA NIPA archive, 2024 Q1 Third estimate, released June 28, 2024; Section 6 Table 6.1B/C/D."
